provenance,instance,implementation,parse_ms,gate_ms,gate_decision,gate_reason,benefit_gate_ms,benefit_gate_decision,recovery_ms,recovery_status,recovery_abort_reason,registry_ms,registry_status,registry_reason,family_checks,flow_ms,witness_ms,fallback_ms,total_end_to_end_ms,peak_rss_kb,boxes_found,capacity_groups,flow_nodes,flow_edges,structural_result,final_result,fallback_used,witness_written
separate_correctness_run_30s_timeout,results/phase3/20260816Tphase3benchmark01Z/cnfs/004_exact_r_allocation_boundary_high_scale11_noise0.cnf,native_phase4a,2.98753,0.286492,RUN_LKK,monotone_cardinality_signal,0.012101,RUN_LKK,0.429899,COMPLETE,,29.2768,UNKNOWN,family_check_budget,200165,0,0,16323.4,16357.4,21356,0,0,0,0,UNKNOWN,UNSATISFIABLE,True,False
