set,instance,family,scale,seed,solver,parse_ms,gate_ms,recovery_ms,registry_ms,flow_ms,witness_ms,fallback_ms,fallback_serialize_ms,fallback_solver_self_ms,fallback_overhead_ms,runtime_ms,structural_result,fallback_used,peak_rss_kb
accepted14,014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,3,lkk_cadical,4.73637,0.974984,1.59194,20.2251,0,0,1143.96,0,1143.96,0,1222.509988,UNKNOWN,True,10604
accepted14,014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,3,lkk_kissat,4.63186,0.936832,1.47657,18.2653,0,0,121.123,3.56943,100,24.6919,218.228698,UNKNOWN,True,4932
accepted14,014_random_3sat_planted_sat_scale800_noise0.cnf,random_3sat,800,3,lkk_none,3.4543,0.694055,1.2181,15.979,0,0,0,0,0,0,34.605379,UNKNOWN,True,4724
expanded,001_exact_r_allocation_scale7_phase4b.cnf,exact_r_allocation,7,1,lkk_cadical,1.3556,0.04959,0.132416,3.7212,0.008883,1.87557,0,0,0,0,18.746722,UNSAT,False,4148
expanded,001_exact_r_allocation_scale7_phase4b.cnf,exact_r_allocation,7,1,lkk_kissat,1.22174,0.044067,0.077784,2.97917,0.008214,1.7823,0,0,0,0,18.348213,UNSAT,False,4212
expanded,001_exact_r_allocation_scale7_phase4b.cnf,exact_r_allocation,7,1,lkk_none,1.54112,0.051639,0.07536,2.98689,0.008112,1.93862,0,0,0,0,18.308023,UNSAT,False,4056
expanded,002_exact_r_allocation_scale9_phase4b.cnf,exact_r_allocation,9,1,lkk_cadical,1.48271,0.116232,0.16093,22.6427,0.013432,3.27572,0,0,0,0,66.912799,UNSAT,False,4300
expanded,002_exact_r_allocation_scale9_phase4b.cnf,exact_r_allocation,9,1,lkk_kissat,1.44856,0.095092,0.156591,20.2318,0.015242,4.66347,0,0,0,0,34.53065,UNSAT,False,4304
expanded,002_exact_r_allocation_scale9_phase4b.cnf,exact_r_allocation,9,1,lkk_none,1.50129,0.102718,0.17872,19.5142,0.013532,3.81875,0,0,0,0,34.457203,UNSAT,False,4280
expanded,003_exact_r_allocation_scale11_phase4b.cnf,exact_r_allocation,11,1,lkk_kissat,,,,,,,,,,,5037.481627,,,1744
expanded,003_exact_r_allocation_scale11_phase4b.cnf,exact_r_allocation,11,1,lkk_none,2.38707,0.286291,0.454625,32.2852,0,0,0,0,0,0,67.758948,UNKNOWN,True,4452
expanded,003_exact_r_allocation_scale11_phase4b.cnf,exact_r_allocation,11,1,lkk_cadical,,,,,,,,,,,5036.392283,,,1756
expanded,004_exact_r_allocation_scale13_phase4b.cnf,exact_r_allocation,13,1,lkk_none,3.10036,0.469553,0.741386,31.3406,0,0,0,0,0,0,67.562376,UNKNOWN,True,4508
expanded,004_exact_r_allocation_scale13_phase4b.cnf,exact_r_allocation,13,1,lkk_cadical,,,,,,,,,,,5039.422148,,,1700
expanded,004_exact_r_allocation_scale13_phase4b.cnf,exact_r_allocation,13,1,lkk_kissat,,,,,,,,,,,5037.44016,,,1652
expanded,005_overlapping_hall_violation_scale6_phase4b.cnf,overlapping_hall_violation,6,1,lkk_cadical,1.93901,0.079964,0.155379,46.5627,0.018313,3.42566,0,0,0,0,66.660947,UNSAT,False,4164
expanded,005_overlapping_hall_violation_scale6_phase4b.cnf,overlapping_hall_violation,6,1,lkk_kissat,1.37568,0.069839,0.13335,37.7326,0.019228,4.10223,0,0,0,0,66.682347,UNSAT,False,4092
expanded,005_overlapping_hall_violation_scale6_phase4b.cnf,overlapping_hall_violation,6,1,lkk_none,1.32317,0.064711,0.136116,44.3703,0.021301,4.53391,0,0,0,0,66.981163,UNSAT,False,4140
expanded,006_overlapping_hall_violation_scale8_phase4b.cnf,overlapping_hall_violation,8,1,lkk_cadical,1.67311,0.124005,0.290743,331.136,0,0,434.418,0,434.418,0,820.459082,UNKNOWN,True,7012
expanded,006_overlapping_hall_violation_scale8_phase4b.cnf,overlapping_hall_violation,8,1,lkk_kissat,1.66081,0.127597,0.304893,302.084,0,0,117.672,2.25228,100,19.9241,468.857215,UNKNOWN,True,4352
expanded,006_overlapping_hall_violation_scale8_phase4b.cnf,overlapping_hall_violation,8,1,lkk_none,1.96266,0.137717,0.325612,319.066,0,0,0,0,0,0,368.789215,UNKNOWN,True,4236
expanded,007_overlapping_hall_violation_scale9_phase4b.cnf,overlapping_hall_violation,9,1,lkk_cadical,2.1096,0.182146,0.40176,366.507,0,0,3670.84,0,3670.84,0,4083.00171,UNKNOWN,True,10252
expanded,007_overlapping_hall_violation_scale9_phase4b.cnf,overlapping_hall_violation,9,1,lkk_kissat,1.97346,0.195651,0.404692,381.569,0,0,362.361,3.41146,330,35.7729,820.064764,UNKNOWN,True,4712
expanded,007_overlapping_hall_violation_scale9_phase4b.cnf,overlapping_hall_violation,9,1,lkk_none,2.04615,0.187657,0.402585,391.012,0,0,0,0,0,0,418.769676,UNKNOWN,True,4428
expanded,008_overlapping_hall_violation_scale10_phase4b.cnf,overlapping_hall_violation,10,1,lkk_kissat,2.97592,0.287526,0.841447,557.032,0,0,1981.91,2.94132,2000,-15.1464,2577.264128,UNKNOWN,True,5844
expanded,008_overlapping_hall_violation_scale10_phase4b.cnf,overlapping_hall_violation,10,1,lkk_none,2.70711,0.328318,0.687214,528.489,0,0,0,0,0,0,569.855834,UNKNOWN,True,4556
expanded,008_overlapping_hall_violation_scale10_phase4b.cnf,overlapping_hall_violation,10,1,lkk_cadical,,,,,,,,,,,5035.508673,,,1744
expanded,009_overlapping_hall_violation_scale11_phase4b.cnf,overlapping_hall_violation,11,1,lkk_none,2.73696,0.334593,0.700044,329.166,0,0,0,0,0,0,367.655783,UNKNOWN,True,4884
expanded,009_overlapping_hall_violation_scale11_phase4b.cnf,overlapping_hall_violation,11,1,lkk_cadical,,,,,,,,,,,5038.218041,,,1684
expanded,009_overlapping_hall_violation_scale11_phase4b.cnf,overlapping_hall_violation,11,1,lkk_kissat,,,,,,,,,,,5037.820109,,,1596
expanded,010_capacity2_violation_scale3_phase4b.cnf,capacity2_violation,3,1,lkk_cadical,1.75403,0.027918,0.06868,3.88466,0.009202,2.13381,0,0,0,0,18.315191,UNSAT,False,4032
expanded,010_capacity2_violation_scale3_phase4b.cnf,capacity2_violation,3,1,lkk_kissat,1.39928,0.033142,0.061266,3.44648,0.011938,1.94601,0,0,0,0,18.784088,UNSAT,False,4212
expanded,010_capacity2_violation_scale3_phase4b.cnf,capacity2_violation,3,1,lkk_none,1.78636,0.029279,0.064944,3.99237,0.008604,2.41609,0,0,0,0,19.469682,UNSAT,False,4000
expanded,011_capacity2_violation_scale4_phase4b.cnf,capacity2_violation,4,1,lkk_cadical,1.35556,0.058441,0.124737,41.6743,0.0142,3.6337,0,0,0,0,67.006791,UNSAT,False,4264
expanded,011_capacity2_violation_scale4_phase4b.cnf,capacity2_violation,4,1,lkk_kissat,2.15685,0.076152,0.166107,40.1981,0.016898,3.97267,0,0,0,0,68.162003,UNSAT,False,4268
expanded,011_capacity2_violation_scale4_phase4b.cnf,capacity2_violation,4,1,lkk_none,1.7063,0.077988,0.138762,34.4189,0.029813,3.96726,0,0,0,0,67.524904,UNSAT,False,4276
expanded,012_capacity2_violation_scale5_phase4b.cnf,capacity2_violation,5,1,lkk_cadical,2.5023,0.177315,0.36994,251.256,0.016518,5.32188,0,0,0,0,318.691261,UNSAT,False,4472
expanded,012_capacity2_violation_scale5_phase4b.cnf,capacity2_violation,5,1,lkk_kissat,2.32456,0.176988,0.351994,257.263,0.014257,4.78407,0,0,0,0,319.602974,UNSAT,False,4464
expanded,012_capacity2_violation_scale5_phase4b.cnf,capacity2_violation,5,1,lkk_none,1.7144,0.127272,0.28511,238.154,0.014193,5.33032,0,0,0,0,267.086446,UNSAT,False,4376
expanded,013_capacity2_violation_scale6_phase4b.cnf,capacity2_violation,6,1,lkk_kissat,2.66429,0.252826,0.559037,1141.94,0.025175,8.61298,0,0,0,0,1172.304456,UNSAT,False,4676
expanded,013_capacity2_violation_scale6_phase4b.cnf,capacity2_violation,6,1,lkk_none,3.45295,0.287936,0.70251,1197.17,0.024194,8.099,0,0,0,0,1222.981307,UNSAT,False,4864
expanded,013_capacity2_violation_scale6_phase4b.cnf,capacity2_violation,6,1,lkk_cadical,2.35001,0.365509,0.599829,952.487,0.01825,6.42362,0,0,0,0,970.038797,UNSAT,False,4796
expanded,014_capacity2_violation_scale7_phase4b.cnf,capacity2_violation,7,1,lkk_none,2.98078,0.426346,0.905176,3413.6,0,0,0,0,0,0,3429.138194,UNKNOWN,True,5100
expanded,014_capacity2_violation_scale7_phase4b.cnf,capacity2_violation,7,1,lkk_cadical,,,,,,,,,,,5036.950732,,,1700
expanded,014_capacity2_violation_scale7_phase4b.cnf,capacity2_violation,7,1,lkk_kissat,,,,,,,,,,,5037.407413,,,1736
expanded,015_capacity2_violation_scale8_phase4b.cnf,capacity2_violation,8,1,lkk_cadical,,,,,,,,,,,5035.794477,,,1728
expanded,015_capacity2_violation_scale8_phase4b.cnf,capacity2_violation,8,1,lkk_kissat,,,,,,,,,,,5036.605264,,,1728
expanded,015_capacity2_violation_scale8_phase4b.cnf,capacity2_violation,8,1,lkk_none,4.20912,0.739394,1.42493,3035.83,0,0,0,0,0,0,3077.722635,UNKNOWN,True,5804
expanded,016_satisfiable_capacity_control_scale8_phase4b.cnf,satisfiable_capacity_control,8,1,lkk_cadical,2.4057,0.075064,0.146521,13.5299,0.019909,0,0.278041,0,0.278041,0,36.399441,FEASIBLE,True,4964
expanded,016_satisfiable_capacity_control_scale8_phase4b.cnf,satisfiable_capacity_control,8,1,lkk_kissat,2.16332,0.110525,0.187141,16.1023,0.018742,0,14.4207,2.49168,0,2.49168,67.997741,FEASIBLE,True,4280
expanded,016_satisfiable_capacity_control_scale8_phase4b.cnf,satisfiable_capacity_control,8,1,lkk_none,2.00859,0.072822,0.187669,12.1844,0.020707,0,0,0,0,0,35.050309,FEASIBLE,True,4228
expanded,017_satisfiable_capacity_control_scale16_phase4b.cnf,satisfiable_capacity_control,16,1,lkk_cadical,4.38858,0.426238,0.956878,21.6657,0,0,1.03562,0,1.03562,0,68.017586,UNKNOWN,True,6000
expanded,017_satisfiable_capacity_control_scale16_phase4b.cnf,satisfiable_capacity_control,16,1,lkk_kissat,4.09949,0.493122,1.08391,19.0201,0,0,19.3188,3.41869,0,3.41869,118.141234,UNKNOWN,True,4896
expanded,017_satisfiable_capacity_control_scale16_phase4b.cnf,satisfiable_capacity_control,16,1,lkk_none,4.08047,0.574483,1.12523,21.7192,0,0,0,0,0,0,68.121747,UNKNOWN,True,4860
expanded,018_satisfiable_capacity_control_scale24_phase4b.cnf,satisfiable_capacity_control,24,1,lkk_kissat,9.61366,2.38146,3.88974,37.9449,0,0,32.1891,8.09468,0,8.09468,168.083995,UNKNOWN,True,7460
expanded,018_satisfiable_capacity_control_scale24_phase4b.cnf,satisfiable_capacity_control,24,1,lkk_none,10.7026,2.22254,4.43204,20.928,0,0,0,0,0,0,67.747024,UNKNOWN,True,6988
expanded,018_satisfiable_capacity_control_scale24_phase4b.cnf,satisfiable_capacity_control,24,1,lkk_cadical,11.0424,2.30839,6.64617,28.2986,0,0,2.67043,0,2.67043,0,68.346023,UNKNOWN,True,8456
expanded,019_satisfiable_capacity_control_scale32_phase4b.cnf,satisfiable_capacity_control,32,1,lkk_none,20.8544,4.65992,8.12498,21.8974,0,0,0,0,0,0,117.212445,UNKNOWN,True,11480
expanded,019_satisfiable_capacity_control_scale32_phase4b.cnf,satisfiable_capacity_control,32,1,lkk_cadical,21.2814,5.4166,8.9074,19.9789,0,0,4.74747,0,4.74747,0,117.816675,UNKNOWN,True,14296
expanded,019_satisfiable_capacity_control_scale32_phase4b.cnf,satisfiable_capacity_control,32,1,lkk_kissat,17.0311,4.78751,9.22294,19.3091,0,0,15.9104,9.11786,0,9.11786,116.902286,UNKNOWN,True,11732
expanded,020_hidden_pigeonhole_scale7_phase4b_noise0.cnf,hidden_pigeonhole,7,1,lkk_cadical,2.04767,0.108231,0.560061,6.21333,0.011772,3.41973,0,0,0,0,35.63591,UNSAT,False,4388
expanded,020_hidden_pigeonhole_scale7_phase4b_noise0.cnf,hidden_pigeonhole,7,1,lkk_kissat,2.11637,0.10102,0.539145,6.54036,0.012844,4.22387,0,0,0,0,35.532167,UNSAT,False,4112
expanded,020_hidden_pigeonhole_scale7_phase4b_noise0.cnf,hidden_pigeonhole,7,1,lkk_none,2.27886,0.106705,0.516643,6.75382,0.013012,4.13885,0,0,0,0,35.32712,UNSAT,False,4232
expanded,021_hidden_pigeonhole_scale7_phase4b_noise100.cnf,hidden_pigeonhole,7,1,lkk_cadical,2.44615,0.247754,0.772248,8.16047,0.01264,4.94563,0,0,0,0,35.973494,UNSAT,False,4384
expanded,021_hidden_pigeonhole_scale7_phase4b_noise100.cnf,hidden_pigeonhole,7,1,lkk_kissat,1.60876,0.24679,0.735974,7.06552,0.010372,3.77131,0,0,0,0,35.398271,UNSAT,False,4548
expanded,021_hidden_pigeonhole_scale7_phase4b_noise100.cnf,hidden_pigeonhole,7,1,lkk_none,1.91934,0.197348,0.602658,6.65133,0.010707,5.25919,0,0,0,0,35.022086,UNSAT,False,4340
expanded,022_hidden_pigeonhole_scale8_phase4b_noise0.cnf,hidden_pigeonhole,8,1,lkk_cadical,2.1695,0.180713,0.837551,15.1843,0.016038,5.25594,0,0,0,0,35.765682,UNSAT,False,4524
expanded,022_hidden_pigeonhole_scale8_phase4b_noise0.cnf,hidden_pigeonhole,8,1,lkk_kissat,1.95659,0.145753,0.859387,16.0026,0.014178,4.29464,0,0,0,0,35.390074,UNSAT,False,4476
expanded,022_hidden_pigeonhole_scale8_phase4b_noise0.cnf,hidden_pigeonhole,8,1,lkk_none,1.88108,0.117704,0.677279,14.3885,0.015077,4.85751,0,0,0,0,35.216486,UNSAT,False,4520
expanded,023_hidden_pigeonhole_scale8_phase4b_noise100.cnf,hidden_pigeonhole,8,1,lkk_kissat,2.43898,0.342662,1.12005,20.3755,0.015332,6.45269,0,0,0,0,67.076255,UNSAT,False,4612
expanded,023_hidden_pigeonhole_scale8_phase4b_noise100.cnf,hidden_pigeonhole,8,1,lkk_none,3.95732,0.57589,1.92486,24.5937,0.017184,8.55823,0,0,0,0,69.482286,UNSAT,False,4736
expanded,023_hidden_pigeonhole_scale8_phase4b_noise100.cnf,hidden_pigeonhole,8,1,lkk_cadical,2.98141,0.374897,1.27452,22.9383,0.016259,7.05891,0,0,0,0,67.970299,UNSAT,False,4660
expanded,024_hidden_pigeonhole_scale9_phase4b_noise0.cnf,hidden_pigeonhole,9,1,lkk_none,2.91498,0.259415,1.29953,38.5208,0.019472,7.47822,0,0,0,0,67.601393,UNSAT,False,4544
expanded,024_hidden_pigeonhole_scale9_phase4b_noise0.cnf,hidden_pigeonhole,9,1,lkk_cadical,2.2233,0.21157,1.20365,34.7358,0.017369,5.78036,0,0,0,0,67.139306,UNSAT,False,4648
expanded,024_hidden_pigeonhole_scale9_phase4b_noise0.cnf,hidden_pigeonhole,9,1,lkk_kissat,1.83166,0.169326,0.938761,27.6617,0.014587,5.24606,0,0,0,0,66.525226,UNSAT,False,4608
expanded,025_hidden_pigeonhole_scale9_phase4b_noise100.cnf,hidden_pigeonhole,9,1,lkk_cadical,3.30972,0.536321,1.80073,13.9457,0,0,477.124,0,477.124,0,519.661194,UNKNOWN,True,7512
expanded,025_hidden_pigeonhole_scale9_phase4b_noise100.cnf,hidden_pigeonhole,9,1,lkk_kissat,3.21338,0.523667,1.9137,13.9284,0,0,126.01,2.97068,100,28.9803,218.521977,UNKNOWN,True,4800
expanded,025_hidden_pigeonhole_scale9_phase4b_noise100.cnf,hidden_pigeonhole,9,1,lkk_none,3.07002,0.466199,1.80748,13.6889,0,0,0,0,0,0,34.867121,UNKNOWN,True,4672
expanded,026_hidden_pigeonhole_scale10_phase4b_noise0.cnf,hidden_pigeonhole,10,1,lkk_cadical,2.38846,0.293878,1.79985,18.5699,0,0,4259.29,0,4259.29,0,4332.896027,UNKNOWN,True,9932
expanded,026_hidden_pigeonhole_scale10_phase4b_noise0.cnf,hidden_pigeonhole,10,1,lkk_kissat,2.68616,0.269679,1.82562,19.2749,0,0,229.886,2.88215,200,32.7686,318.919763,UNKNOWN,True,4736
expanded,026_hidden_pigeonhole_scale10_phase4b_noise0.cnf,hidden_pigeonhole,10,1,lkk_none,2.102,0.232541,1.52263,16.4699,0,0,0,0,0,0,34.350193,UNKNOWN,True,4736
expanded,027_hidden_pigeonhole_scale10_phase4b_noise100.cnf,hidden_pigeonhole,10,1,lkk_cadical,3.32956,0.590156,2.14032,13.4582,0,0,4522.37,0,4522.37,0,4584.028155,UNKNOWN,True,12112
expanded,027_hidden_pigeonhole_scale10_phase4b_noise100.cnf,hidden_pigeonhole,10,1,lkk_kissat,2.87701,0.549334,2.14611,11.165,0,0,237.902,3.07136,210,30.9738,317.35896,UNKNOWN,True,5088
expanded,027_hidden_pigeonhole_scale10_phase4b_noise100.cnf,hidden_pigeonhole,10,1,lkk_none,2.69428,0.560721,2.20303,11.9229,0,0,0,0,0,0,34.300346,UNKNOWN,True,5080
expanded,028_random_3sat_scale150_uniform.cnf,random_3sat,150,1,lkk_kissat,1.47976,0.129466,0.21886,0.508941,0,0,68.706,1.54117,50,20.2472,116.906394,UNKNOWN,True,4340
expanded,028_random_3sat_scale150_uniform.cnf,random_3sat,150,1,lkk_none,1.48466,0.139512,0.229187,0.54918,0,0,0,0,0,0,9.872272,UNKNOWN,True,4192
expanded,028_random_3sat_scale150_uniform.cnf,random_3sat,150,1,lkk_cadical,2.56556,0.193856,0.33587,0.709805,0,0,66.2958,0,66.2958,0,119.473771,UNKNOWN,True,6116
expanded,029_random_3sat_scale400_uniform.cnf,random_3sat,400,1,lkk_none,2.92464,0.476085,0.756495,5.44812,0,0,0,0,0,0,35.91775,UNKNOWN,True,4600
expanded,029_random_3sat_scale400_uniform.cnf,random_3sat,400,1,lkk_cadical,2.22925,0.347432,0.575793,4.09424,0,0,639.394,0,639.394,0,669.781754,UNKNOWN,True,8668
expanded,029_random_3sat_scale400_uniform.cnf,random_3sat,400,1,lkk_kissat,2.48919,0.359277,0.563941,4.05939,0,0,83.3079,2.19842,70,15.5063,116.868523,UNKNOWN,True,4608
expanded,030_random_3sat_scale800_uniform.cnf,random_3sat,800,1,lkk_cadical,,,,,,,,,,,5036.940481,,,1708
expanded,030_random_3sat_scale800_uniform.cnf,random_3sat,800,1,lkk_kissat,,,,,,,,,,,5035.98871,,,1736
expanded,030_random_3sat_scale800_uniform.cnf,random_3sat,800,1,lkk_none,3.48317,0.721812,1.23188,17.2067,0,0,0,0,0,0,34.805503,UNKNOWN,True,4828
expanded,031_random_3sat_scale150_planted_sat.cnf,random_3sat,150,1,lkk_cadical,1.88176,0.162592,0.290469,0.867238,0,0,1.24118,0,1.24118,0,18.307402,UNKNOWN,True,5176
expanded,031_random_3sat_scale150_planted_sat.cnf,random_3sat,150,1,lkk_kissat,2.18128,0.159924,0.270315,0.61534,0,0,52.3429,1.97664,30,24.3196,117.564976,UNKNOWN,True,4392
expanded,031_random_3sat_scale150_planted_sat.cnf,random_3sat,150,1,lkk_none,1.88998,0.156156,0.24585,0.628421,0,0,0,0,0,0,19.358327,UNKNOWN,True,4180
expanded,032_random_3sat_scale400_planted_sat.cnf,random_3sat,400,1,lkk_cadical,2.87621,0.425651,0.635079,3.4163,0,0,758.037,0,758.037,0,820.682268,UNKNOWN,True,8616
expanded,032_random_3sat_scale400_planted_sat.cnf,random_3sat,400,1,lkk_kissat,3.08508,0.524191,0.78948,4.64072,0,0,1126.95,2.65763,1000,129.606,1171.788127,UNKNOWN,True,5004
expanded,032_random_3sat_scale400_planted_sat.cnf,random_3sat,400,1,lkk_none,2.02915,0.340045,0.558021,2.99832,0,0,0,0,0,0,17.921894,UNKNOWN,True,4404
expanded,033_random_3sat_scale800_planted_sat.cnf,random_3sat,800,1,lkk_kissat,2.88729,0.698913,1.20732,12.9027,0,0,107.684,3.14957,80,30.8337,182.664177,UNKNOWN,True,4980
expanded,033_random_3sat_scale800_planted_sat.cnf,random_3sat,800,1,lkk_none,3.50579,0.713833,1.22185,17.2849,0,0,0,0,0,0,68.640536,UNKNOWN,True,4880
expanded,033_random_3sat_scale800_planted_sat.cnf,random_3sat,800,1,lkk_cadical,2.9367,0.713944,1.21154,15.0895,0,0,925.412,0,925.412,0,970.399278,UNKNOWN,True,10784
