campaign,instance,expected_result,sealed_structural,indexed_structural,python_reference_structural,sealed_registry,indexed_registry,sealed_checks,indexed_checks,sealed_boxes,indexed_boxes,indexed_final,cadical_result,kissat_result,witness_valid,newly_structural,contradicts_sealed,pre_registry_changed,passed
phase2,025_hidden_cardinality_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,744,112,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,026_hidden_cardinality_noise50.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,1188,123,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,027_hidden_cardinality_noise100.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,1445,114,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,028_hidden_cardinality_noise200.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,2172,115,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,029_recovery_budget_abort_control_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,744,112,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,030_recovery_budget_abort_control_noise50.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,1016,115,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,031_recovery_budget_abort_control_noise100.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,1564,112,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase2,032_recovery_budget_abort_control_noise200.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,2079,114,4,4,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,001_pigeonhole_exact1_boundary_low_scale8_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,11312,1520,8,8,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,002_pigeonhole_exact1_boundary_high_scale10_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,37170,3970,10,10,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,003_exact_r_allocation_boundary_low_scale9_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,141480,4515,5,5,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,004_exact_r_allocation_boundary_high_scale11_noise0.cnf,UNSATISFIABLE,UNKNOWN,UNSAT,UNSAT,UNKNOWN,COMPLETE,200165,12606,0,6,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,True,False,False,True
phase3,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,UNSATISFIABLE,UNKNOWN,UNSAT,UNSAT,UNKNOWN,COMPLETE,200001,4625,17,17,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,True,False,False,True
phase3,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,UNSATISFIABLE,UNKNOWN,UNSAT,UNSAT,UNKNOWN,COMPLETE,200001,7309,19,19,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,True,False,False,True
phase3,007_capacity2_violation_boundary_low_scale5_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,31295,20031,11,11,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,008_capacity2_violation_noise100_scale5_noise100.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,156146,20033,11,11,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,UNSATISFIABLE,UNSAT,UNSAT,UNSAT,COMPLETE,COMPLETE,117666,4167,9,9,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,False,False,False,True
phase3,010_hidden_pigeonhole_hidden_noise100_scale9_noise100.cnf,UNSATISFIABLE,UNKNOWN,UNSAT,UNSAT,UNKNOWN,COMPLETE,200001,4167,0,9,UNSATISFIABLE,UNSATISFIABLE,UNSATISFIABLE,True,True,False,False,True
phase3,011_satisfiable_capacity_control_sat_fallback_scale24_noise0.cnf,SATISFIABLE,UNKNOWN,FEASIBLE,FEASIBLE,UNKNOWN,COMPLETE,200246,159000,0,24,SATISFIABLE,SATISFIABLE,SATISFIABLE,,True,False,False,True
phase3,012_random_3sat_uniform_scale150_noise0.cnf,SATISFIABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,7055,15,0,0,SATISFIABLE,SATISFIABLE,SATISFIABLE,,False,False,False,True
phase3,013_random_3sat_planted_sat_scale400_noise0.cnf,SATISFIABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,44536,11,0,0,SATISFIABLE,SATISFIABLE,SATISFIABLE,,False,False,False,True
phase3,014_random_3sat_planted_sat_scale800_noise0.cnf,SATISFIABLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,185346,20,0,0,SATISFIABLE,SATISFIABLE,SATISFIABLE,,False,False,False,True
