timeout_s,instance,stratum,domain,mode,runtime_ms,status,timed_out,derived_from_timeout_s
5.0,uuf250-026.cnf,resource_allocation_like,random_control,B_kissat,17.377165,TIMEOUT,True,60.0
5.0,mdp-32-14-sat.cnf,cardinality_exact_r_heavy,competition_main,A_cadical,60040.074116,TIMEOUT,True,60.0
5.0,mdp-32-14-sat.cnf,cardinality_exact_r_heavy,competition_main,B_kissat,60038.551203,TIMEOUT,True,60.0
5.0,FmlaEquivChain_4_8_8.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60034.540921,TIMEOUT,True,60.0
5.0,FmlaEquivChain_4_8_8.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,60018.264613,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m13-2011-12813-UNSAT.sanitized.cnf,resource_allocation_like,competition_main,A_cadical,60039.969908,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m13-2011-12813-UNSAT.sanitized.cnf,resource_allocation_like,competition_main,B_kissat,60041.025877,TIMEOUT,True,60.0
5.0,pret150_75.cnf,cardinality_exact_r_heavy,crafted_parity,A_cadical,66.547579,UNSATISFIABLE,False,60.0
5.0,pret150_75.cnf,cardinality_exact_r_heavy,crafted_parity,B_kissat,17.982768,UNSATISFIABLE,False,60.0
5.0,SGI_30_80_26_70_4-log.shuffled-as.sat03-208.cnf,no_useful_detected_structure,competition_main,A_cadical,60013.112887,TIMEOUT,True,60.0
5.0,SGI_30_80_26_70_4-log.shuffled-as.sat03-208.cnf,no_useful_detected_structure,competition_main,B_kissat,60048.045413,TIMEOUT,True,60.0
5.0,flat200-41.cnf,resource_allocation_like,matching_capacity,A_cadical,116.858148,SATISFIABLE,False,60.0
5.0,flat200-41.cnf,resource_allocation_like,matching_capacity,B_kissat,67.132835,SATISFIABLE,False,60.0
5.0,par32-5-c.cnf,cardinality_exact_r_heavy,crafted_parity,A_cadical,60041.154844,TIMEOUT,True,60.0
5.0,par32-5-c.cnf,cardinality_exact_r_heavy,crafted_parity,B_kissat,60043.130409,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m12-8049-55035-SAT.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60038.125253,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m12-8049-55035-SAT.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,60046.671636,TIMEOUT,True,60.0
5.0,uf250-06.cnf,resource_allocation_like,random_control,A_cadical,17.685598,TIMEOUT,True,60.0
5.0,uf250-06.cnf,resource_allocation_like,random_control,B_kissat,17.66373,TIMEOUT,True,60.0
5.0,par16-4-c.cnf,cardinality_exact_r_heavy,crafted_parity,A_cadical,116.633423,SATISFIABLE,False,60.0
5.0,par16-4-c.cnf,cardinality_exact_r_heavy,crafted_parity,B_kissat,34.393375,SATISFIABLE,False,60.0
5.0,goldcrest-and-9.cnf,no_useful_detected_structure,competition_main,A_cadical,60018.947318,TIMEOUT,True,60.0
5.0,goldcrest-and-9.cnf,no_useful_detected_structure,competition_main,B_kissat,60016.942514,TIMEOUT,True,60.0
5.0,flat200-60.cnf,resource_allocation_like,matching_capacity,A_cadical,66.328213,SATISFIABLE,False,60.0
5.0,flat200-60.cnf,resource_allocation_like,matching_capacity,B_kissat,33.778688,SATISFIABLE,False,60.0
5.0,Timetable_C_392_E_62_Cl_26_S_28.cnf,no_useful_detected_structure,competition_main,A_cadical,60020.411176,TIMEOUT,True,60.0
5.0,Timetable_C_392_E_62_Cl_26_S_28.cnf,no_useful_detected_structure,competition_main,B_kissat,20508.457916,TIMEOUT,True,60.0
5.0,uf200-05.cnf,resource_allocation_like,random_control,A_cadical,18.140156,TIMEOUT,True,60.0
5.0,uf200-05.cnf,resource_allocation_like,random_control,B_kissat,18.782464,TIMEOUT,True,60.0
5.0,1-TC-256-K-71.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60006.250004,TIMEOUT,True,60.0
5.0,1-TC-256-K-71.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,60045.756191,TIMEOUT,True,60.0
5.0,uuf250-033.cnf,resource_allocation_like,random_control,A_cadical,17.584467,TIMEOUT,True,60.0
5.0,uuf250-033.cnf,resource_allocation_like,random_control,B_kissat,17.883274,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m26-6398-62377-UNSAT.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60044.452769,TIMEOUT,True,60.0
5.0,pcmax-scheduling-m26-6398-62377-UNSAT.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,60043.161796,TIMEOUT,True,60.0
5.0,uf200-037.cnf,resource_allocation_like,random_control,A_cadical,18.282103,TIMEOUT,True,60.0
5.0,uf200-037.cnf,resource_allocation_like,random_control,B_kissat,18.167712,TIMEOUT,True,60.0
5.0,REGRandom-K3-L3-Seed25.sanitized.cnf,no_useful_detected_structure,competition_main,A_cadical,60051.476577,TIMEOUT,True,60.0
5.0,REGRandom-K3-L3-Seed25.sanitized.cnf,no_useful_detected_structure,competition_main,B_kissat,1170.610931,UNSATISFIABLE,False,60.0
5.0,flat75-93.cnf,resource_allocation_like,matching_capacity,A_cadical,66.646302,SATISFIABLE,False,60.0
5.0,flat75-93.cnf,resource_allocation_like,matching_capacity,B_kissat,34.02059,SATISFIABLE,False,60.0
5.0,Break_triple_20_36.xml.cnf,no_useful_detected_structure,competition_main,A_cadical,60056.383205,TIMEOUT,True,60.0
