instance,stratum,domain,mode,measured_at_timeout_s,runtime_ms,status,timed_out
uuf250-098.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.96507,UNKNOWN,False
uuf250-098.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.016408,UNKNOWN,False
mrpp_4x4#12_12.cnf,resource_allocation_like,competition_main,A_cadical,60.0,6138.213496,UNSATISFIABLE,False
mrpp_4x4#12_12.cnf,resource_allocation_like,competition_main,B_kissat,60.0,6237.908022,UNSATISFIABLE,False
uuf250-063.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.83873,UNKNOWN,False
uuf250-063.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.373633,UNKNOWN,False
uf200-051.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.919971,UNKNOWN,False
uf200-051.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.845313,UNKNOWN,False
flat200-40.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.514372,SATISFIABLE,False
flat200-40.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.754529,SATISFIABLE,False
flat200-6.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,65.966738,SATISFIABLE,False
flat200-6.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,67.501688,SATISFIABLE,False
flat75-41.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.645785,SATISFIABLE,False
flat75-41.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,34.072824,SATISFIABLE,False
flat200-95.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,116.954586,SATISFIABLE,False
flat200-95.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.228969,SATISFIABLE,False
bw_large.b.cnf,resource_allocation_like,planning_scheduling,A_cadical,60.0,116.307535,SATISFIABLE,False
bw_large.b.cnf,resource_allocation_like,planning_scheduling,B_kissat,60.0,66.152546,SATISFIABLE,False
uf200-086.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.748176,UNKNOWN,False
uf200-086.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.672331,UNKNOWN,False
jnh6.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,67.114829,UNSATISFIABLE,False
jnh6.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.627401,UNSATISFIABLE,False
flat100-13.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.259879,SATISFIABLE,False
flat100-13.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.791649,SATISFIABLE,False
uf200-029.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.991504,UNKNOWN,False
uf200-029.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.962109,UNKNOWN,False
uuf200-017.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.93304,UNKNOWN,False
uuf200-017.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.906982,UNKNOWN,False
uf250-028.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.509646,UNKNOWN,False
uf250-028.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.744888,UNKNOWN,False
uf250-014.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.685745,UNKNOWN,False
uf250-014.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.155943,UNKNOWN,False
uf200-090.cnf,resource_allocation_like,random_control,A_cadical,60.0,35.732274,UNKNOWN,False
uf200-090.cnf,resource_allocation_like,random_control,B_kissat,60.0,20.631467,UNKNOWN,False
uuf250-062.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.92324,UNKNOWN,False
uuf250-062.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.742328,UNKNOWN,False
uuf200-03.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.878299,UNKNOWN,False
uuf200-03.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.60001,UNKNOWN,False
flat75-61.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.981801,SATISFIABLE,False
flat75-61.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,34.158404,SATISFIABLE,False
flat100-18.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.428306,SATISFIABLE,False
flat100-18.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.98005,SATISFIABLE,False
flat100-36.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.282539,SATISFIABLE,False
flat100-36.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.832071,SATISFIABLE,False
uf250-094.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.52933,UNKNOWN,False
uf250-094.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.514337,UNKNOWN,False
uuf250-072.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.500555,UNKNOWN,False
uuf250-072.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.968581,UNKNOWN,False
jnh214.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,66.811371,UNSATISFIABLE,False
jnh214.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.966242,UNSATISFIABLE,False
flat200-81.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.461013,SATISFIABLE,False
flat200-81.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.822099,SATISFIABLE,False
uf250-073.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.916044,UNKNOWN,False
uf250-073.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.671853,UNKNOWN,False
uuf250-029.cnf,resource_allocation_like,random_control,A_cadical,60.0,18.394801,UNKNOWN,False
uuf250-029.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.922622,UNKNOWN,False
flat100-34.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,67.199615,SATISFIABLE,False
flat100-34.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.790963,SATISFIABLE,False
aim-50-2_0-yes1-4.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,66.440863,SATISFIABLE,False
aim-50-2_0-yes1-4.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.610257,SATISFIABLE,False
flat100-40.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.535072,SATISFIABLE,False
flat100-40.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.579671,SATISFIABLE,False
uuf250-016.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.458772,UNKNOWN,False
uuf250-016.cnf,resource_allocation_like,random_control,B_kissat,60.0,17.421365,UNKNOWN,False
jnh307.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,66.176825,UNSATISFIABLE,False
jnh307.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.662069,UNSATISFIABLE,False
flat200-19.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,116.914771,SATISFIABLE,False
flat200-19.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.872972,SATISFIABLE,False
aim-50-3_4-yes1-2.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,33.925764,SATISFIABLE,False
aim-50-3_4-yes1-2.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.940359,SATISFIABLE,False
flat200-68.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.304105,SATISFIABLE,False
flat200-68.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,67.235156,SATISFIABLE,False
uuf200-036.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.500699,UNKNOWN,False
uuf200-036.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.012169,UNKNOWN,False
uf200-044.cnf,resource_allocation_like,random_control,A_cadical,60.0,34.781753,UNKNOWN,False
uf200-044.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.332464,UNKNOWN,False
flat100-27.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.782541,SATISFIABLE,False
flat100-27.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,42.208033,SATISFIABLE,False
uf250-068.cnf,resource_allocation_like,random_control,A_cadical,60.0,35.459984,UNKNOWN,False
uf250-068.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.050815,UNKNOWN,False
flat200-85.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.22704,SATISFIABLE,False
flat200-85.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.150569,SATISFIABLE,False
uuf200-060.cnf,resource_allocation_like,random_control,A_cadical,60.0,17.728299,UNKNOWN,False
uuf200-060.cnf,resource_allocation_like,random_control,B_kissat,60.0,18.528323,UNKNOWN,False
