run_order,instance,family,scale,variant,noise_percent,variables,clauses,cnf_sha256,expected_result,repetition,timeout_seconds,solver,solver_version,binary_sha256,seed,runtime_ms,status,timed_out,exit_code,peak_rss_kb,conflicts,decisions,propagations,raw_log,benefit_gate_decision,benefit_gate_ms,benefit_gate_reason,boxes_found,fallback_cdcl_ms,fallback_exit_code,fallback_status,fallback_timed_out,fallback_used,final_result,flow_edges,flow_ms,flow_nodes,gate_decision,gate_ms,gate_reason,gate_signals,maximum_flow,recovery_ms,recovery_reason,recovery_status,registry_ms,registry_reason,registry_status,resources_found,structural_result,total_demand,total_lkk_hybrid_ms,witness_file,witness_valid,total_lkk_end_to_end_ms
37,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,1222.539158,UNSATISFIABLE,False,0,19068,10,49432,475080,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00037__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.019959,"deterministic_accept(signal_count=1097,clauses=1097)",17,569.928139,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,4.954571,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.768553,fixed_point,COMPLETE,423.852342,family_check_budget,UNKNOWN,0,UNKNOWN,,1029.27814,,False,1222.539158
38,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,518.609714,UNSATISFIABLE,False,20,3480,10,49432,475080,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00038__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,167.05798,UNSATISFIABLE,False,20,2456,8422,12151,245912,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00039__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,417.695396,UNSATISFIABLE,False,20,3272,6,41438,398267,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00040__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,217.427452,UNSATISFIABLE,False,20,1924,7581,10588,297832,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00041__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,1020.101894,UNSATISFIABLE,False,0,19172,6,41438,398267,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00042__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.010185,"deterministic_accept(signal_count=1097,clauses=1097)",17,418.092956,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,3.92655,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.168326,fixed_point,COMPLETE,425.909296,family_check_budget,UNKNOWN,0,UNKNOWN,,872.593314,,False,1020.101894
43,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,116.738133,UNSATISFIABLE,False,20,1980,7747,10700,231604,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00043__005_overlapping_hall_violation_boundary_low_scale8_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,1170.157586,UNSATISFIABLE,False,0,19184,4,43991,427994,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00044__005_overlapping_hall_violation_boundary_low_scale8_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.008708,"deterministic_accept(signal_count=1097,clauses=1097)",17,519.390583,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,3.973393,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2160,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1080,""monotone_positive_clauses"":17}",,3.360041,fixed_point,COMPLETE,456.040048,family_check_budget,UNKNOWN,0,UNKNOWN,,1002.398966,,False,1170.157586
45,005_overlapping_hall_violation_boundary_low_scale8_noise0.cnf,overlapping_hall_violation,8,boundary_low,0,144,1097,64dd020aa88c22deea202e06e4dfaa9d932b35f2c9d45fed680663cd8c18c2c2,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,468.453411,UNSATISFIABLE,False,20,3568,4,43991,427994,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00045__005_overlapping_hall_violation_boundary_low_scale8_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,4485.340134,UNSATISFIABLE,False,20,6992,102,368940,3518818,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00046__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,417.741581,UNSATISFIABLE,False,20,3272,20328,29315,600597,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00047__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,5037.664215,TIMEOUT,True,137,1692,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00048__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
49,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,468.844344,UNSATISFIABLE,False,20,3016,17904,27377,546537,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00049__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,5036.28188,TIMEOUT,True,137,1688,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00050__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,UNKNOWN,,,,,
51,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,4384.832151,UNSATISFIABLE,False,20,7208,22,394508,3674003,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00051__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,4134.261056,UNSATISFIABLE,False,0,19496,22,337237,3239857,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00052__006_overlapping_hall_violation_boundary_high_scale9_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.010623,"deterministic_accept(signal_count=1549,clauses=1549)",19,3481.893542,20,UNSATISFIABLE,False,True,UNSATISFIABLE,0,0.0,0,RUN_LKK,6.283575,monotone_cardinality_signal,"{""estimated_resolution_pairs"":3060,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":1530,""monotone_positive_clauses"":19}",,5.592964,fixed_point,COMPLETE,458.466398,family_check_budget,UNKNOWN,0,UNKNOWN,,3976.478132,,False,4134.261056
53,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,3482.039751,UNSATISFIABLE,False,20,5920,22,337237,3239857,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00053__006_overlapping_hall_violation_boundary_high_scale9_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,006_overlapping_hall_violation_boundary_high_scale9_noise0.cnf,overlapping_hall_violation,9,boundary_high,0,180,1549,feaefc6ff68046ee608f459c6688d99d8640db9e7b4c7d255314658080965f50,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,418.702226,UNSATISFIABLE,False,20,2736,20905,29125,613282,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00054__006_overlapping_hall_violation_boundary_high_scale9_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,268.331163,UNSATISFIABLE,False,20,2816,13246,20778,374255,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00055__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,569.925346,UNSATISFIABLE,False,0,20872,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00056__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.00982,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.184672,18,RUN_LKK,4.497103,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,2.58426,fixed_point,COMPLETE,366.851446,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,418.451224,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00056__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed1__rep1.witness.json,True,569.925346
57,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,720.645583,UNSATISFIABLE,False,20,4788,68,55232,446092,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00057__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,519.362177,UNSATISFIABLE,False,0,20828,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00058__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.01289,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.174175,18,RUN_LKK,4.268338,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,2.669346,fixed_point,COMPLETE,339.014596,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,395.209085,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00058__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed2__rep1.witness.json,True,519.362177
59,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,971.013968,UNSATISFIABLE,False,20,4740,12,73860,591599,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00059__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,318.812607,UNSATISFIABLE,False,20,2824,14849,25186,427930,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00060__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,1825.351588,UNSATISFIABLE,False,20,7952,16,98674,766698,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00061__007_capacity2_violation_boundary_low_scale5_noise0__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,268.800371,UNSATISFIABLE,False,20,2828,14074,21500,405586,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00062__007_capacity2_violation_boundary_low_scale5_noise0__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,007_capacity2_violation_boundary_low_scale5_noise0.cnf,capacity2_violation,5,boundary_low,0,55,946,81fd6bd9961b33abf0cf74c0a1740179f87689b3cd424c88f4ec324b14c844be,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,520.367669,UNSATISFIABLE,False,0,20924,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00063__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.006583,"deterministic_accept(signal_count=946,clauses=946)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.196137,18,RUN_LKK,4.148162,monotone_cardinality_signal,"{""estimated_resolution_pairs"":2695,""mirror_pairs"":0,""mixed_clauses"":0,""monotone_negative_clauses"":935,""monotone_positive_clauses"":11}",10,2.637132,fixed_point,COMPLETE,349.060527,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,399.534687,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00063__007_capacity2_violation_boundary_low_scale5_noise0__lkk_hybrid__seed3__rep1.witness.json,True,520.367669
64,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,1,671.46116,UNSATISFIABLE,False,0,23116,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00064__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed1__rep1.log,RUN_LKK,0.008566,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.18436,18,RUN_LKK,8.725069,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,6.174578,fixed_point,COMPLETE,428.062648,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,504.799743,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00064__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed1__rep1.witness.json,True,671.46116
65,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,2076.08887,UNSATISFIABLE,False,20,8556,22,96830,740622,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00065__008_capacity2_violation_noise100_scale5_noise100__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,1,217.774072,UNSATISFIABLE,False,20,2756,9859,19705,297201,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00066__008_capacity2_violation_noise100_scale5_noise100__kissat__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,2,1575.410202,UNSATISFIABLE,False,20,6748,6,85887,675400,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00067__008_capacity2_violation_noise100_scale5_noise100__cadical__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,2,219.458945,UNSATISFIABLE,False,20,2924,10701,20617,318583,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00068__008_capacity2_violation_noise100_scale5_noise100__kissat__seed2__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,2,720.234169,UNSATISFIABLE,False,0,23040,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00069__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed2__rep1.log,RUN_LKK,0.014858,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.227434,18,RUN_LKK,12.105505,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,8.242487,fixed_point,COMPLETE,458.724429,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,560.502454,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00069__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed2__rep1.witness.json,True,720.234169
70,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,kissat,4.0.4,e3d85acb36b9feb1828cedbfca70941efe69f76dc80fa99273e60ed0ed73e168,3,370.420207,UNSATISFIABLE,False,20,2920,12790,23122,451637,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00070__008_capacity2_violation_noise100_scale5_noise100__kissat__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,lkk_hybrid,,,3,771.492463,UNSATISFIABLE,False,0,23084,,,,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/hybrid/00071__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed3__rep1.log,RUN_LKK,0.019831,"deterministic_accept(signal_count=1188,clauses=1892)",11,0.0,,NOT_RUN,False,False,UNSATISFIABLE,71,0.189933,18,RUN_LKK,11.017367,monotone_cardinality_signal,"{""estimated_resolution_pairs"":7080,""mirror_pairs"":0,""mixed_clauses"":704,""monotone_negative_clauses"":1062,""monotone_positive_clauses"":126}",10,8.524338,fixed_point,COMPLETE,480.864025,sound_exact_r_and_capacity_families,COMPLETE,5,UNSAT,11,571.362449,/work/results/phase3/20260816Tphase3benchmark01Z/logs/measurements/witnesses/00071__008_capacity2_violation_noise100_scale5_noise100__lkk_hybrid__seed3__rep1.witness.json,True,771.492463
72,008_capacity2_violation_noise100_scale5_noise100.cnf,capacity2_violation,5,noise100,100,528,1892,8cf905634095c0d9e2d622aa86ce5084c4b2682c677eb67a5e32a2577eb1c5f9,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,3,1222.499977,UNSATISFIABLE,False,20,6816,4,60555,468108,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00072__008_capacity2_violation_noise100_scale5_noise100__cadical__seed3__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,009_hidden_pigeonhole_visible_noise0_scale9_noise0.cnf,hidden_pigeonhole,9,visible_noise0,0,657,1134,d0c30ee9db160cd8909edf36e5530ff51a3f890d47498130ca08413f55adedd4,UNSATISFIABLE,1,5.0,cadical,3.0.1,77236219227fe9bc340e54563f347e2ec1b60f0189a076899dd82340fd3a304d,1,469.973569,UNSATISFIABLE,False,20,3508,2,45648,401805,results/phase3/20260816Tphase3benchmark01Z/logs/measurements/direct/00073__009_hidden_pigeonhole_visible_noise0_scale9_noise0__cadical__seed1__rep1.log,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
