instance,solver,seed,status,timed_out,exit_code,runtime_seconds,raw_log
benchmark/cnfs/smoke/sat.cnf,cadical,1,SATISFIABLE,False,10,0.049771256,results/phase1/20260816Tphase1baselineZ/logs/validation/sat__cadical.log
benchmark/cnfs/smoke/sat.cnf,kissat,1,ERROR,False,1,0.014966163,results/phase1/20260816Tphase1baselineZ/logs/validation/sat__kissat.log
benchmark/cnfs/smoke/unsat.cnf,cadical,1,UNSATISFIABLE,False,20,0.065969167,results/phase1/20260816Tphase1baselineZ/logs/validation/unsat__cadical.log
benchmark/cnfs/smoke/unsat.cnf,kissat,1,ERROR,False,1,0.011341111,results/phase1/20260816Tphase1baselineZ/logs/validation/unsat__kissat.log
