instance,stratum,mode,runtime_ms,status
flat100-18.cnf,resource_allocation_like,D_lkk_kissat,66.417097,SATISFIABLE
flat100-36.cnf,resource_allocation_like,C_lkk_cadical,34.488848,SATISFIABLE
flat100-36.cnf,resource_allocation_like,D_lkk_kissat,66.318904,SATISFIABLE
uf250-094.cnf,resource_allocation_like,C_lkk_cadical,769.50763,SATISFIABLE
uf250-094.cnf,resource_allocation_like,D_lkk_kissat,116.453197,SATISFIABLE
uuf250-072.cnf,resource_allocation_like,C_lkk_cadical,5136.561951,UNSATISFIABLE
uuf250-072.cnf,resource_allocation_like,D_lkk_kissat,3126.563274,UNSATISFIABLE
jnh214.cnf,resource_allocation_like,C_lkk_cadical,34.2715,UNSATISFIABLE
jnh214.cnf,resource_allocation_like,D_lkk_kissat,33.605681,UNSATISFIABLE
flat200-81.cnf,resource_allocation_like,C_lkk_cadical,33.680511,SATISFIABLE
flat200-81.cnf,resource_allocation_like,D_lkk_kissat,65.748383,SATISFIABLE
uf250-073.cnf,resource_allocation_like,C_lkk_cadical,166.646458,SATISFIABLE
uf250-073.cnf,resource_allocation_like,D_lkk_kissat,116.557454,SATISFIABLE
uuf250-029.cnf,resource_allocation_like,C_lkk_cadical,3028.517805,UNSATISFIABLE
uuf250-029.cnf,resource_allocation_like,D_lkk_kissat,2375.466767,UNSATISFIABLE
flat100-34.cnf,resource_allocation_like,C_lkk_cadical,34.54811,SATISFIABLE
flat100-34.cnf,resource_allocation_like,D_lkk_kissat,67.101306,SATISFIABLE
aim-50-2_0-yes1-4.cnf,resource_allocation_like,C_lkk_cadical,18.325148,SATISFIABLE
aim-50-2_0-yes1-4.cnf,resource_allocation_like,D_lkk_kissat,66.813776,SATISFIABLE
flat100-40.cnf,resource_allocation_like,C_lkk_cadical,34.489529,SATISFIABLE
flat100-40.cnf,resource_allocation_like,D_lkk_kissat,66.390118,SATISFIABLE
uuf250-016.cnf,resource_allocation_like,C_lkk_cadical,3430.122914,UNSATISFIABLE
uuf250-016.cnf,resource_allocation_like,D_lkk_kissat,2374.661521,UNSATISFIABLE
jnh307.cnf,resource_allocation_like,C_lkk_cadical,34.419192,UNSATISFIABLE
jnh307.cnf,resource_allocation_like,D_lkk_kissat,66.721133,UNSATISFIABLE
flat200-19.cnf,resource_allocation_like,C_lkk_cadical,66.660489,SATISFIABLE
flat200-19.cnf,resource_allocation_like,D_lkk_kissat,117.315135,SATISFIABLE
aim-50-3_4-yes1-2.cnf,resource_allocation_like,C_lkk_cadical,18.275777,SATISFIABLE
aim-50-3_4-yes1-2.cnf,resource_allocation_like,D_lkk_kissat,34.611653,SATISFIABLE
flat200-68.cnf,resource_allocation_like,C_lkk_cadical,34.123159,SATISFIABLE
flat200-68.cnf,resource_allocation_like,D_lkk_kissat,66.351428,SATISFIABLE
uuf200-036.cnf,resource_allocation_like,C_lkk_cadical,819.519454,UNSATISFIABLE
uuf200-036.cnf,resource_allocation_like,D_lkk_kissat,568.460593,UNSATISFIABLE
uf200-044.cnf,resource_allocation_like,C_lkk_cadical,116.824623,SATISFIABLE
uf200-044.cnf,resource_allocation_like,D_lkk_kissat,116.246767,SATISFIABLE
flat100-27.cnf,resource_allocation_like,C_lkk_cadical,34.149786,SATISFIABLE
flat100-27.cnf,resource_allocation_like,D_lkk_kissat,66.302214,SATISFIABLE
uf250-068.cnf,resource_allocation_like,C_lkk_cadical,217.934342,SATISFIABLE
uf250-068.cnf,resource_allocation_like,D_lkk_kissat,116.185041,SATISFIABLE
flat200-85.cnf,resource_allocation_like,C_lkk_cadical,33.917186,SATISFIABLE
flat200-85.cnf,resource_allocation_like,D_lkk_kissat,65.943322,SATISFIABLE
uuf200-060.cnf,resource_allocation_like,C_lkk_cadical,317.408355,UNSATISFIABLE
uuf200-060.cnf,resource_allocation_like,D_lkk_kissat,468.374969,UNSATISFIABLE
