instance,mode,seed,parse_ms,gate_ms,recovery_ms,registry_ms,flow_ms,witness_ms,fallback_ms,fallback_serialize_ms,fallback_overhead_ms,total_end_to_end_ms,structural_result,fallback_used,peak_rss_kb
uf250-093.cnf,E_lkk_selector,1,2.67479,0.275874,0.471226,0.256327,0,0,99.1197,1.75239,20.8721,115.135,UNKNOWN,True,4364
uf250-093.cnf,C_lkk_cadical,1,3.16237,0.25964,0.479029,0.252071,0,0,524.544,0,0,530.054,UNKNOWN,True,7224
uf250-095.cnf,E_lkk_selector,1,12.808,0.254117,0.464084,0.313217,0,0,89.7876,1.97249,21.7601,116.192,UNKNOWN,True,4304
uf250-095.cnf,C_lkk_cadical,1,2.89531,0.279532,0.445876,0.318373,0,0,152.802,0,0,158.447,UNKNOWN,True,6448
uf250-095.cnf,D_lkk_kissat,1,3.7236,0.276713,0.496627,0.35749,0,0,86.9658,1.95859,18.9244,103.911,UNKNOWN,True,4432
uf250-096.cnf,C_lkk_cadical,1,3.36271,0.285168,0.494087,0.283362,0,0,561.346,0,0,567.229,UNKNOWN,True,7788
uf250-096.cnf,D_lkk_kissat,1,2.89938,0.257013,0.469633,0.257329,0,0,84.7251,2.05712,16.7823,101.681,UNKNOWN,True,4332
uf250-096.cnf,E_lkk_selector,1,2.67461,0.274186,0.420276,0.236748,0,0,81.0305,1.66707,22.6976,98.2485,UNKNOWN,True,4424
uf250-097.cnf,C_lkk_cadical,1,4.31903,0.40658,0.635514,0.323528,0,0,796.951,0,0,804.589,UNKNOWN,True,7988
uf250-097.cnf,D_lkk_kissat,1,2.40073,0.262828,0.37724,0.222592,0,0,482.354,1.69719,34.0514,498.05,UNKNOWN,True,4484
uf250-097.cnf,E_lkk_selector,1,3.89371,0.277748,0.454643,0.25216,0,0,518.141,2.09205,30.2332,534.622,UNKNOWN,True,4496
uf250-098.cnf,C_lkk_cadical,1,10.3085,0.236914,0.416949,0.274549,0,0,220.625,0,0,233.466,UNKNOWN,True,6524
uf250-098.cnf,D_lkk_kissat,1,2.52135,0.231796,0.413033,0.294351,0,0,129.384,1.5492,20.9327,144.738,UNKNOWN,True,4236
uf250-098.cnf,E_lkk_selector,1,2.86626,0.250415,0.396746,0.276922,0,0,145.298,1.68295,26.9806,162.386,UNKNOWN,True,4480
uf250-099.cnf,D_lkk_kissat,1,9.68987,0.204387,0.358485,0.206694,0,0,74.2721,1.75736,16.0294,96.6474,UNKNOWN,True,4180
uf250-099.cnf,E_lkk_selector,1,2.6016,0.215163,0.389641,0.221262,0,0,88.3182,1.7877,20.1059,103.159,UNKNOWN,True,4264
uf250-099.cnf,C_lkk_cadical,1,2.25542,0.211812,0.362122,0.207764,0,0,563.487,0,0,568.563,UNKNOWN,True,7432
uuf250-01.cnf,E_lkk_selector,1,11.0949,0.205828,0.356421,0.20691,0,0,2855.31,1.84343,-142.847,2881.1,UNKNOWN,True,6648
uuf250-01.cnf,C_lkk_cadical,1,2.57544,0.214077,0.397093,0.216284,0,0,5105.01,0,0,5110.61,UNKNOWN,True,9248
uuf250-01.cnf,D_lkk_kissat,1,3.23799,0.258645,0.454913,0.260312,0,0,3135.23,1.98992,137.223,3151.62,UNKNOWN,True,6652
uuf250-010.cnf,C_lkk_cadical,1,2.43685,0.212829,0.395617,0.216061,0,0,3439.27,0,0,3444.59,UNKNOWN,True,9200
uuf250-010.cnf,D_lkk_kissat,1,2.91294,0.232383,0.415153,0.23529,0,0,2704.46,1.80747,-293.73,2719.07,UNKNOWN,True,7580
uuf250-010.cnf,E_lkk_selector,1,2.71787,0.236153,0.415998,0.233718,0,0,2552.51,1.64561,-445.843,2568.31,UNKNOWN,True,7580
uuf250-0100.cnf,C_lkk_cadical,1,2.22952,0.226311,0.377888,0.167384,0,0,6122.09,0,0,6127.72,UNKNOWN,True,11716
uuf250-0100.cnf,D_lkk_kissat,1,2.51391,0.216245,0.38069,0.174983,0,0,5375.79,1.39095,377.178,5390.07,UNKNOWN,True,7484
uuf250-0100.cnf,E_lkk_selector,1,2.40721,0.231235,0.377702,0.172747,0,0,5363.03,1.4566,364.485,5376.49,UNKNOWN,True,7488
uuf250-011.cnf,C_lkk_cadical,1,9.36366,0.208602,0.380784,0.197635,0,0,9358.59,0,0,9370.52,UNKNOWN,True,16648
uuf250-011.cnf,D_lkk_kissat,1,3.06089,0.242964,0.453821,0.236272,0,0,6381.56,1.90809,383.472,6400.99,UNKNOWN,True,6972
uuf250-011.cnf,E_lkk_selector,1,3.66077,0.271753,0.474108,0.265206,0,0,6624.86,1.95432,-373.19,6642.92,UNKNOWN,True,6976
uuf250-012.cnf,D_lkk_kissat,1,11.1132,0.222449,0.360111,0.229253,0,0,3102.1,1.70704,103.812,3126.53,UNKNOWN,True,6972
uuf250-012.cnf,E_lkk_selector,1,2.61162,0.281589,0.43124,0.245685,0,0,3080.56,1.80301,82.367,3097.26,UNKNOWN,True,6964
uuf250-012.cnf,C_lkk_cadical,1,2.69481,0.237654,0.400755,0.236879,0,0,4567.5,0,0,4573.26,UNKNOWN,True,9924
uuf250-013.cnf,E_lkk_selector,1,12.3891,0.543858,0.42809,0.307044,0,0,3390.23,1.98609,392.215,3415.95,UNKNOWN,True,6700
uuf250-013.cnf,C_lkk_cadical,1,3.02122,0.238924,0.392647,0.275048,0,0,5484.45,0,0,5490.85,UNKNOWN,True,12328
uuf250-013.cnf,D_lkk_kissat,1,2.7091,0.223137,0.371804,0.26488,0,0,3547.19,1.65952,548.851,3562.88,UNKNOWN,True,6700
uuf250-014.cnf,C_lkk_cadical,1,2.37409,0.235143,0.401231,0.2067,0,0,5449.76,0,0,5455.08,UNKNOWN,True,9728
uuf250-014.cnf,D_lkk_kissat,1,2.3509,0.2174,0.410191,0.213624,0,0,3979.46,1.52243,-19.021,3995.78,UNKNOWN,True,6956
uuf250-014.cnf,E_lkk_selector,1,2.27607,0.20462,0.36302,0.259295,0,0,4247.48,1.65257,249.137,4262.07,UNKNOWN,True,6956
uuf250-015.cnf,C_lkk_cadical,1,4.21241,0.25812,0.455145,0.260674,0,0,5807.56,0,0,5814.78,UNKNOWN,True,12780
uuf250-015.cnf,D_lkk_kissat,1,3.07142,0.259289,0.430885,0.265981,0,0,4545.27,1.72703,547,4562.21,UNKNOWN,True,6532
uuf250-015.cnf,E_lkk_selector,1,3.41178,0.224575,0.382797,0.23514,0,0,4179.24,1.8313,181.07,4196.27,UNKNOWN,True,6536
uuf250-019.cnf,C_lkk_cadical,1,10.7192,0.211454,0.357402,0.219573,0,0,4847,0,0,4861.09,UNKNOWN,True,13276
uuf250-019.cnf,D_lkk_kissat,1,2.4463,0.22104,0.368754,0.226286,0,0,3349.49,1.51778,351.004,3369.03,UNKNOWN,True,7404
uuf250-019.cnf,E_lkk_selector,1,3.46219,0.288224,0.520462,0.303795,0,0,3764.84,2.02267,-233.137,3781.83,UNKNOWN,True,7408
uuf250-02.cnf,D_lkk_kissat,1,8.53614,0.224508,0.355104,0.186213,0,0,3699.89,1.5178,-298.591,3719.62,UNKNOWN,True,6564
uuf250-02.cnf,E_lkk_selector,1,2.68942,0.227817,0.39467,0.19518,0,0,3647.13,1.47404,-351.396,3660.95,UNKNOWN,True,6568
uuf250-02.cnf,C_lkk_cadical,1,2.5075,0.243262,0.433698,0.208346,0,0,6000.35,0,0,6005.59,UNKNOWN,True,11364
uuf250-022.cnf,E_lkk_selector,1,10.8027,0.238587,0.423528,0.202429,0,0,7106.6,1.71109,108.308,7134.89,UNKNOWN,True,10300
uuf250-022.cnf,C_lkk_cadical,1,3.0461,0.260266,0.42118,0.20137,0,0,14401.1,0,0,14407.5,UNKNOWN,True,13144
uuf250-022.cnf,D_lkk_kissat,1,3.48044,0.291185,0.475472,0.227263,0,0,16301.4,2.32697,303.768,16379,UNKNOWN,True,11024
uuf250-023.cnf,C_lkk_cadical,1,5.73226,0.515994,0.88398,0.371269,0,0,5551.46,0,0,5563.32,UNKNOWN,True,10684
uuf250-023.cnf,D_lkk_kissat,1,4.36898,0.433872,0.601264,0.298729,0,0,4058.42,3.06812,61.491,4115.66,UNKNOWN,True,6072
uuf250-023.cnf,E_lkk_selector,1,34.3513,0.561595,1.37875,0.470902,0,0,5570.2,12.6104,582.812,5639.68,UNKNOWN,True,6068
uuf250-027.cnf,C_lkk_cadical,1,3.33979,0.330649,0.563268,0.329784,0,0,6817.32,0,0,6824.65,UNKNOWN,True,9508
uuf250-027.cnf,D_lkk_kissat,1,4.60082,0.403808,0.659328,0.375519,0,0,7657.68,3.10357,-339.221,7679.91,UNKNOWN,True,6860
uuf250-027.cnf,E_lkk_selector,1,3.51873,0.299687,0.527538,0.336759,0,0,7024.79,2.01971,26.8106,7045.82,UNKNOWN,True,6860
uuf250-028.cnf,C_lkk_cadical,1,14.6426,0.252419,0.601696,0.219343,0,0,5384.87,0,0,5402.69,UNKNOWN,True,9388
uuf250-028.cnf,D_lkk_kissat,1,2.36177,0.208214,0.384943,0.183859,0,0,3912.73,1.92582,-85.3476,3930.82,UNKNOWN,True,6912
uuf250-028.cnf,E_lkk_selector,1,3.53331,0.300585,0.525882,0.25646,0,0,4030.79,3.12018,33.9082,4050.31,UNKNOWN,True,6912
uuf250-03.cnf,D_lkk_kissat,1,10.3473,0.224525,0.400463,0.234546,0,0,3497.7,1.91517,499.617,3521.83,UNKNOWN,True,6596
uuf250-03.cnf,E_lkk_selector,1,2.81248,0.271819,0.426805,0.215023,0,0,4187.81,1.93304,189.743,4205.43,UNKNOWN,True,6592
uuf250-03.cnf,C_lkk_cadical,1,3.55291,0.285979,0.541035,0.260606,0,0,3881.96,0,0,3888.16,UNKNOWN,True,9068
uuf250-030.cnf,E_lkk_selector,1,14.9147,0.325294,0.483773,0.29219,0,0,2545.55,2.28094,547.829,2576.75,UNKNOWN,True,6644
uuf250-030.cnf,C_lkk_cadical,1,2.24344,0.199558,0.355657,0.210245,0,0,2904.59,0,0,2910.02,UNKNOWN,True,9964
uuf250-030.cnf,D_lkk_kissat,1,2.85534,0.25183,0.394838,0.230006,0,0,2173.22,1.87269,175.095,2187.86,UNKNOWN,True,6640
uuf250-031.cnf,C_lkk_cadical,1,2.4455,0.231527,0.410544,0.172822,0,0,14844.2,0,0,14849.7,UNKNOWN,True,19800
uuf250-031.cnf,D_lkk_kissat,1,3.58276,0.286654,0.491867,0.223684,0,0,5762.77,2.14784,-235.081,5779.74,UNKNOWN,True,6708
uuf250-031.cnf,E_lkk_selector,1,2.8964,0.25453,0.420901,0.188268,0,0,5433.26,1.87609,435.131,5456.44,UNKNOWN,True,6716
uuf250-032.cnf,C_lkk_cadical,1,2.91372,0.251652,0.437538,0.279725,0,0,5882.72,0,0,5889.01,UNKNOWN,True,11680
uuf250-032.cnf,D_lkk_kissat,1,2.96347,0.272668,0.555415,0.305886,0,0,7520.75,2.45955,523.209,7539.55,UNKNOWN,True,6920
uuf250-032.cnf,E_lkk_selector,1,3.43095,0.316854,0.54292,0.354086,0,0,4818.55,2.18478,-179.27,4837.68,UNKNOWN,True,6920
uuf250-034.cnf,C_lkk_cadical,1,12.0587,0.23254,0.449796,0.184868,0,0,6990.64,0,0,7005.21,UNKNOWN,True,10276
uuf250-034.cnf,D_lkk_kissat,1,3.4174,0.283391,0.474332,0.215799,0,0,6884.3,2.38936,-113.314,6902.76,UNKNOWN,True,10088
uuf250-034.cnf,E_lkk_selector,1,3.78357,0.301694,0.519729,0.270694,0,0,7592.29,2.53301,-405.175,7613.61,UNKNOWN,True,10352
uuf250-035.cnf,D_lkk_kissat,1,18.6348,0.300969,0.456882,0.333822,0,0,5937.39,2.73146,-59.8821,5969.03,UNKNOWN,True,6496
uuf250-035.cnf,E_lkk_selector,1,2.36833,0.218041,0.412516,0.263544,0,0,6231.54,1.54206,233.082,6248.26,UNKNOWN,True,6504
uuf250-035.cnf,C_lkk_cadical,1,2.8082,0.238938,0.456169,0.318965,0,0,6738.3,0,0,6744.03,UNKNOWN,True,9136
uuf250-036.cnf,E_lkk_selector,1,11.667,0.211101,0.36651,0.255245,0,0,1482.18,1.84682,484.026,1506.47,UNKNOWN,True,4528
uuf250-036.cnf,C_lkk_cadical,1,3.04056,0.28325,0.480637,0.342205,0,0,3216.18,0,0,3223.2,UNKNOWN,True,10520
uuf250-036.cnf,D_lkk_kissat,1,3.78565,0.295966,0.506094,0.378022,0,0,2013.77,2.86716,16.6389,2032.84,UNKNOWN,True,4532
uuf250-038.cnf,C_lkk_cadical,1,3.25074,0.291827,0.519692,0.359516,0,0,1305.23,0,0,1311.53,UNKNOWN,True,7468
uuf250-038.cnf,D_lkk_kissat,1,2.18132,0.211294,0.36948,0.27883,0,0,1105.21,1.92108,107.128,1120.58,UNKNOWN,True,4556
uuf250-038.cnf,E_lkk_selector,1,2.5328,0.207584,0.363398,0.26527,0,0,1065.39,1.80649,67.1975,1079.5,UNKNOWN,True,4556
uuf250-039.cnf,C_lkk_cadical,1,3.55741,0.255957,0.484933,0.24885,0,0,3387.27,0,0,3403.96,UNKNOWN,True,8560
uuf250-039.cnf,D_lkk_kissat,1,3.48313,0.29308,0.487523,0.300267,0,0,2519.8,2.23024,522.031,2539.91,UNKNOWN,True,6556
uuf250-039.cnf,E_lkk_selector,1,3.32225,0.261864,0.446571,0.273895,0,0,2566.24,2.71252,-431.048,2584.36,UNKNOWN,True,6556
uuf250-04.cnf,C_lkk_cadical,1,11.3284,0.227685,0.363885,0.176458,0,0,5331.58,0,0,5345.46,UNKNOWN,True,10688
uuf250-04.cnf,D_lkk_kissat,1,3.48853,0.27654,0.488069,0.22752,0,0,4559.06,2.07756,-438.866,4579.81,UNKNOWN,True,6676
uuf250-04.cnf,E_lkk_selector,1,3.42343,0.266604,0.467959,0.222392,0,0,4326.08,2.10191,328.186,4344.28,UNKNOWN,True,6680
uuf250-040.cnf,D_lkk_kissat,1,11.2895,0.226436,0.395308,0.250487,0,0,1306.81,1.81358,308.626,1332.47,UNKNOWN,True,4572
uuf250-040.cnf,E_lkk_selector,1,3.40006,0.257153,0.440593,0.296529,0,0,1100.75,1.74955,102.501,1118.16,UNKNOWN,True,4572
uuf250-040.cnf,C_lkk_cadical,1,2.56424,0.260597,0.420561,0.269256,0,0,1446.11,0,0,1451.64,UNKNOWN,True,8856
uuf250-041.cnf,E_lkk_selector,1,10.1048,0.215965,0.363114,0.246699,0,0,2193,1.7789,194.777,2214.71,UNKNOWN,True,6024
uuf250-041.cnf,C_lkk_cadical,1,3.98051,0.276121,0.486574,0.343176,0,0,3065.73,0,0,3072.77,UNKNOWN,True,8780
uuf250-041.cnf,D_lkk_kissat,1,2.93124,0.253196,0.410966,0.292196,0,0,2516.84,2.27994,519.115,2538.66,UNKNOWN,True,6016
uuf250-042.cnf,C_lkk_cadical,1,2.69221,0.24569,0.399726,0.245323,0,0,6193.06,0,0,6198.81,UNKNOWN,True,12508
uuf250-042.cnf,D_lkk_kissat,1,3.68098,0.239997,0.439126,0.259764,0,0,5253.5,1.86839,255.366,5273.95,UNKNOWN,True,6888
uuf250-042.cnf,E_lkk_selector,1,3.79923,0.300345,0.542318,0.321057,0,0,6939.83,2.42489,-57.7424,6961.15,UNKNOWN,True,6896
uuf250-043.cnf,C_lkk_cadical,1,2.46225,0.215963,0.380031,0.233447,0,0,13517.7,0,0,13522.9,UNKNOWN,True,17428
uuf250-043.cnf,D_lkk_kissat,1,2.67137,0.222936,0.392099,0.248829,0,0,3846.96,1.85426,-151.191,3863.99,UNKNOWN,True,6420
uuf250-043.cnf,E_lkk_selector,1,2.96151,0.226443,0.40095,0.248289,0,0,4204.5,1.37785,205.875,4222.51,UNKNOWN,True,6428
uuf250-045.cnf,C_lkk_cadical,1,10.3826,0.262766,0.412472,0.240535,0,0,2404.2,0,0,2416.92,UNKNOWN,True,8784
uuf250-045.cnf,D_lkk_kissat,1,2.53949,0.223228,0.372406,0.266929,0,0,2447.87,1.78026,449.652,2465.51,UNKNOWN,True,7160
uuf250-045.cnf,E_lkk_selector,1,2.3552,0.216149,0.366519,0.233983,0,0,2220.64,1.5028,222.14,2235.38,UNKNOWN,True,7160
uuf250-046.cnf,D_lkk_kissat,1,30.1678,0.310699,0.53056,0.28836,0,0,6932.16,2.1931,-65.6507,6978.23,UNKNOWN,True,6684
uuf250-046.cnf,E_lkk_selector,1,4.37595,0.273279,0.491397,0.275054,0,0,7191.66,2.47307,194.131,7214.32,UNKNOWN,True,6688
uuf250-046.cnf,C_lkk_cadical,1,4.10107,0.347215,0.556497,0.318024,0,0,12307.2,0,0,12314.6,UNKNOWN,True,11048
uuf250-047.cnf,E_lkk_selector,1,13.6731,0.219041,0.400242,0.229488,0,0,3721.18,2.3139,-276.504,3748.77,UNKNOWN,True,7112
uuf250-047.cnf,C_lkk_cadical,1,2.46218,0.225878,0.390824,0.249639,0,0,4926.32,0,0,4931.4,UNKNOWN,True,11116
uuf250-047.cnf,D_lkk_kissat,1,6.84971,0.471917,0.84831,0.527952,0,0,4038.19,3.74057,41.9313,4065.75,UNKNOWN,True,7116
uuf250-048.cnf,C_lkk_cadical,1,3.91257,0.30803,0.505849,0.297351,0,0,1163.59,0,0,1171.01,UNKNOWN,True,7460
uuf250-048.cnf,D_lkk_kissat,1,4.03299,0.30006,0.519142,0.292492,0,0,1409.07,2.44727,411.518,1432.15,UNKNOWN,True,4500
uuf250-048.cnf,E_lkk_selector,1,5.32385,0.349164,0.615609,0.387584,0,0,1461.35,3.01204,464.362,1486.88,UNKNOWN,True,4500
uuf250-049.cnf,C_lkk_cadical,1,4.20587,0.3535,0.532608,0.378746,0,0,3166.47,0,0,3174.7,UNKNOWN,True,8612
uuf250-049.cnf,D_lkk_kissat,1,3.72532,0.304267,0.499568,0.34011,0,0,2969.86,2.11342,-28.0284,2989.33,UNKNOWN,True,6596
uuf250-049.cnf,E_lkk_selector,1,2.84964,0.257086,0.410263,0.278386,0,0,3056.72,1.90758,58.6267,3073.93,UNKNOWN,True,6592
uuf250-05.cnf,C_lkk_cadical,1,16.4398,0.305585,0.493944,0.298688,0,0,3134.58,0,0,3154.29,UNKNOWN,True,8760
uuf250-05.cnf,D_lkk_kissat,1,3.17621,0.243562,0.415761,0.246136,0,0,3000.23,2.00094,2.23069,3017.8,UNKNOWN,True,7196
uuf250-05.cnf,E_lkk_selector,1,3.21637,0.231922,0.394595,0.210325,0,0,3265.45,1.74434,267.193,3283.84,UNKNOWN,True,7196
uuf250-050.cnf,D_lkk_kissat,1,13.1279,0.382702,0.532243,0.317731,0,0,5235.99,2.36944,238.361,5272.7,UNKNOWN,True,6648
uuf250-050.cnf,E_lkk_selector,1,3.40085,0.27782,0.46811,0.275985,0,0,5371.14,2.46175,373.604,5392.8,UNKNOWN,True,6648
uuf250-050.cnf,C_lkk_cadical,1,4.78023,0.323721,0.545521,0.332175,0,0,6323.34,0,0,6331.91,UNKNOWN,True,9544
uuf250-051.cnf,E_lkk_selector,1,14.8326,0.322551,0.514076,0.353245,0,0,8357.74,2.38604,360.127,8393.23,UNKNOWN,True,7432
uuf250-051.cnf,C_lkk_cadical,1,2.82881,0.228495,0.414303,0.261164,0,0,10231.8,0,0,10237.7,UNKNOWN,True,11764
uuf250-051.cnf,D_lkk_kissat,1,3.7988,0.309223,0.510446,0.33489,0,0,6120.18,2.28401,122.467,6137.78,UNKNOWN,True,7432
uuf250-052.cnf,C_lkk_cadical,1,4.46239,0.345541,0.636233,0.349116,0,0,8928.42,0,0,8936.12,UNKNOWN,True,11532
uuf250-052.cnf,D_lkk_kissat,1,5.5984,0.373224,0.648589,0.450828,0,0,7455.32,3.64276,458.959,7484.02,UNKNOWN,True,9412
uuf250-052.cnf,E_lkk_selector,1,4.66241,0.337414,0.652232,0.351496,0,0,6998.28,2.61967,0.898114,7022.71,UNKNOWN,True,10472
uuf250-053.cnf,C_lkk_cadical,1,3.9122,0.272231,0.532899,0.325596,0,0,15397.3,0,0,15405.1,UNKNOWN,True,15584
uuf250-053.cnf,D_lkk_kissat,1,3.17037,0.261911,0.44732,0.302183,0,0,7982.5,2.19324,-15.3093,8002.67,UNKNOWN,True,7460
uuf250-053.cnf,E_lkk_selector,1,3.29001,0.269892,0.433779,0.308239,0,0,9843.11,2.36337,-154.528,9864.2,UNKNOWN,True,7460
uuf250-054.cnf,C_lkk_cadical,1,20.4704,0.37917,0.694717,0.326969,0,0,7040.33,0,0,7064.06,UNKNOWN,True,9200
uuf250-054.cnf,D_lkk_kissat,1,5.06881,0.39647,0.57463,0.22575,0,0,6059.84,3.20178,63.0417,6082.53,UNKNOWN,True,7000
uuf250-054.cnf,E_lkk_selector,1,3.77766,0.369998,0.539474,0.236801,0,0,5143.27,2.41861,145.692,5166.17,UNKNOWN,True,6996
uuf250-055.cnf,D_lkk_kissat,1,23.4079,0.386849,0.836961,0.351853,0,0,1426.68,3.33105,430.012,1470.14,UNKNOWN,True,4556
uuf250-055.cnf,E_lkk_selector,1,4.60787,0.340462,0.579129,0.332072,0,0,1422.28,3.11311,425.396,1451.29,UNKNOWN,True,4548
uuf250-055.cnf,C_lkk_cadical,1,4.76035,0.331042,0.708142,0.343793,0,0,1784.97,0,0,1793.61,UNKNOWN,True,8508
uuf250-056.cnf,E_lkk_selector,1,38.6247,0.342073,0.571296,0.306045,0,0,2985.72,3.45461,-10.8298,3046.27,UNKNOWN,True,5944
uuf250-056.cnf,C_lkk_cadical,1,8.50445,0.551049,0.778335,0.389525,0,0,3823.04,0,0,3835.61,UNKNOWN,True,8472
uuf250-056.cnf,D_lkk_kissat,1,5.19121,0.315009,0.545903,0.287998,0,0,2648.8,2.80381,-348.401,2672.01,UNKNOWN,True,5944
uuf250-057.cnf,C_lkk_cadical,1,5.68559,0.351988,0.695781,0.357712,0,0,5296.77,0,0,5306.57,UNKNOWN,True,9108
uuf250-057.cnf,D_lkk_kissat,1,5.09232,0.329599,0.56891,0.278111,0,0,5046.76,3.02676,49.7911,5072.05,UNKNOWN,True,7548
uuf250-057.cnf,E_lkk_selector,1,4.59102,0.371912,0.630665,0.330451,0,0,4667.86,4.52173,-327.619,4690.53,UNKNOWN,True,7552
uuf250-058.cnf,C_lkk_cadical,1,4.04619,0.266928,0.576932,0.241822,0,0,18830,0,0,18837.6,UNKNOWN,True,17480
uuf250-058.cnf,D_lkk_kissat,1,3.60094,0.2998,0.501505,0.300623,0,0,7606.35,3.07401,-390.579,7628.69,UNKNOWN,True,6752
uuf250-058.cnf,E_lkk_selector,1,4.11209,0.329379,0.529092,0.308367,0,0,8430.18,2.43605,432.615,8457.16,UNKNOWN,True,6752
uuf250-059.cnf,C_lkk_cadical,1,19.4978,0.358592,0.616651,0.353084,0,0,7859.85,0,0,7890.59,UNKNOWN,True,9624
uuf250-059.cnf,D_lkk_kissat,1,6.20656,0.401918,0.730722,0.47251,0,0,3653.93,4.71085,658.64,3685.92,UNKNOWN,True,6268
uuf250-059.cnf,E_lkk_selector,1,7.06157,0.457593,0.752091,0.451148,0,0,3199.22,4.29607,203.519,3259.03,UNKNOWN,True,6264
uuf250-06.cnf,D_lkk_kissat,1,17.7955,0.336415,0.580156,0.364087,0,0,4862.56,3.21775,-134.225,4901.64,UNKNOWN,True,7444
uuf250-06.cnf,E_lkk_selector,1,4.37966,0.429483,0.6254,0.364299,0,0,4704.32,3.0188,-292.661,4724.07,UNKNOWN,True,7444
uuf250-06.cnf,C_lkk_cadical,1,3.95884,0.288898,0.582386,0.328513,0,0,4681.8,0,0,4689.17,UNKNOWN,True,8844
uuf250-060.cnf,E_lkk_selector,1,23.3749,0.357252,0.584798,0.40866,0,0,2756.95,2.95268,-240.096,2799.92,UNKNOWN,True,6020
uuf250-060.cnf,C_lkk_cadical,1,3.79247,0.272619,0.489789,0.323529,0,0,2721.86,0,0,2728.96,UNKNOWN,True,9240
uuf250-060.cnf,D_lkk_kissat,1,3.48952,0.315894,0.632201,0.458572,0,0,2561.73,3.43056,-434.84,2584.23,UNKNOWN,True,6020
uuf250-061.cnf,C_lkk_cadical,1,3.74766,0.309837,0.516794,0.244355,0,0,10571.2,0,0,10578.2,UNKNOWN,True,10476
uuf250-061.cnf,D_lkk_kissat,1,3.77494,0.271497,0.486899,0.265362,0,0,8208.35,2.03593,210.382,8233.33,UNKNOWN,True,7436
uuf250-061.cnf,E_lkk_selector,1,5.19262,0.358524,0.653821,0.294615,0,0,8377.59,3.40742,380.995,8403.21,UNKNOWN,True,7432
uuf250-064.cnf,C_lkk_cadical,1,4.20549,0.36926,0.557111,0.334696,0,0,6670.43,0,0,6678.24,UNKNOWN,True,11456
uuf250-064.cnf,D_lkk_kissat,1,3.8503,0.261319,0.430257,0.257363,0,0,3725.99,2.20082,-271.813,3745.28,UNKNOWN,True,6636
uuf250-064.cnf,E_lkk_selector,1,2.70054,0.210789,0.372625,0.221147,0,0,3698.56,1.7316,-299.705,3716.78,UNKNOWN,True,6640
uuf250-065.cnf,C_lkk_cadical,1,19.0397,0.28324,0.496873,0.267521,0,0,2477.35,0,0,2500.08,UNKNOWN,True,8216
uuf250-065.cnf,D_lkk_kissat,1,4.18825,0.306743,0.468338,0.261951,0,0,2407.08,2.16303,409.242,2428.18,UNKNOWN,True,6588
uuf250-065.cnf,E_lkk_selector,1,4.57356,0.31268,0.552154,0.295852,0,0,2439,2.31904,441.32,2458.46,UNKNOWN,True,6592
uuf250-066.cnf,D_lkk_kissat,1,9.7218,0.206724,0.3673,0.270626,0,0,10599.8,1.51186,-398.674,10622.4,UNKNOWN,True,12076
uuf250-066.cnf,E_lkk_selector,1,2.23686,0.212476,0.372259,0.27049,0,0,10948.3,1.4691,-50.1988,10970,UNKNOWN,True,14220
uuf250-066.cnf,C_lkk_cadical,1,3.91752,0.310292,0.511491,0.391904,0,0,12179,0,0,12185.8,UNKNOWN,True,10880
uuf250-067.cnf,E_lkk_selector,1,14.1809,0.287344,0.509622,0.251019,0,0,3301.61,1.90503,303.517,3329.53,UNKNOWN,True,6632
uuf250-067.cnf,C_lkk_cadical,1,3.65678,0.278187,0.490467,0.262936,0,0,3817.75,0,0,3825.31,UNKNOWN,True,9036
uuf250-067.cnf,D_lkk_kissat,1,3.49273,0.251266,0.46805,0.24511,0,0,2698.84,1.88053,-299.279,2717.25,UNKNOWN,True,6640
uuf250-068.cnf,C_lkk_cadical,1,2.76709,0.227624,0.392817,0.214796,0,0,954.84,0,0,961.029,UNKNOWN,True,7424
uuf250-068.cnf,D_lkk_kissat,1,2.81329,0.222753,0.402993,0.193133,0,0,1209.1,1.7675,210.863,1229.03,UNKNOWN,True,4488
uuf250-068.cnf,E_lkk_selector,1,3.60747,0.262952,0.476679,0.234115,0,0,1103.21,2.39363,105.602,1122.75,UNKNOWN,True,4488
uuf250-069.cnf,C_lkk_cadical,1,2.92309,0.2317,0.408679,0.230834,0,0,6511.05,0,0,6516.45,UNKNOWN,True,11716
uuf250-069.cnf,D_lkk_kissat,1,2.59098,0.248284,0.403877,0.193298,0,0,5312.12,1.48527,313.601,5327.84,UNKNOWN,True,6912
uuf250-069.cnf,E_lkk_selector,1,3.09482,0.23732,0.393513,0.19213,0,0,4927.38,1.67088,-70.9483,4945.11,UNKNOWN,True,6936
uuf250-07.cnf,C_lkk_cadical,1,11.4039,0.261817,0.398282,0.218442,0,0,7005.5,0,0,7020.5,UNKNOWN,True,12768
uuf250-07.cnf,D_lkk_kissat,1,3.56905,0.292559,0.515608,0.285417,0,0,4049.77,2.09649,51.8618,4071.5,UNKNOWN,True,7352
uuf250-07.cnf,E_lkk_selector,1,3.3881,0.305515,0.512483,0.308795,0,0,4050.07,2.40418,52.4739,4079.98,UNKNOWN,True,7348
uuf250-070.cnf,D_lkk_kissat,1,17.688,0.274804,0.4692,0.384844,0,0,9629.32,2.35006,-368.332,9664.79,UNKNOWN,True,10420
