instance,mode,seed,parse_ms,gate_ms,recovery_ms,registry_ms,flow_ms,witness_ms,fallback_ms,fallback_serialize_ms,fallback_overhead_ms,total_end_to_end_ms,structural_result,fallback_used,peak_rss_kb
flat100-83.cnf,D_lkk_kissat,1,2.95507,0.161896,0.305925,1.62887,0,0,19.05,1.66972,1.66972,34.7742,UNKNOWN,True,4844
flat100-83.cnf,E_lkk_selector,1,5.30081,0.2411,0.520197,2.7229,0,0,26.8394,3.00499,3.00499,51.073,UNKNOWN,True,4868
flat100-84.cnf,D_lkk_kissat,1,13.4264,0.20543,0.416856,2.22949,0,0,17.7614,2.48566,2.48566,53.7379,UNKNOWN,True,4840
flat100-84.cnf,E_lkk_selector,1,2.38941,0.150981,0.336361,1.70791,0,0,14.9151,1.48905,1.48905,28.799,UNKNOWN,True,4896
flat100-84.cnf,C_lkk_cadical,1,2.74171,0.163517,0.319448,1.68254,0,0,0.297614,0,0,6.04677,UNKNOWN,True,5532
flat100-85.cnf,E_lkk_selector,1,12.3483,0.157349,0.336485,1.74823,0,0,14.7145,1.73926,1.73926,40.9653,UNKNOWN,True,4920
flat100-85.cnf,C_lkk_cadical,1,2.4652,0.15741,0.319238,1.72698,0,0,0.290615,0,0,5.82321,UNKNOWN,True,5664
flat100-85.cnf,D_lkk_kissat,1,2.5787,0.161406,0.307011,1.68517,0,0,16.085,1.47762,1.47762,34.4083,UNKNOWN,True,4896
flat100-86.cnf,C_lkk_cadical,1,2.58146,0.15414,0.319254,1.73698,0,0,0.310318,0,0,5.89544,UNKNOWN,True,5464
flat100-86.cnf,D_lkk_kissat,1,3.15241,0.206901,0.390162,2.16463,0,0,20.1393,2.38152,2.38152,37.3391,UNKNOWN,True,4904
flat100-86.cnf,E_lkk_selector,1,2.3398,0.156514,0.305924,1.60076,0,0,23.886,1.51774,1.51774,37.7753,UNKNOWN,True,4832
flat100-87.cnf,C_lkk_cadical,1,2.34118,0.157793,0.311453,1.70798,0,0,0.322265,0,0,5.96893,UNKNOWN,True,5560
flat100-87.cnf,D_lkk_kissat,1,2.52791,0.175401,0.32846,1.79494,0,0,13.8184,1.41926,1.41926,28.4939,UNKNOWN,True,4804
flat100-87.cnf,E_lkk_selector,1,2.53328,0.166848,0.326608,1.8108,0,0,14.1831,1.624,1.624,30.7809,UNKNOWN,True,4928
flat100-88.cnf,C_lkk_cadical,1,9.9597,0.14868,0.30681,1.62449,0,0,0.289134,0,0,13.1252,UNKNOWN,True,5672
flat100-88.cnf,D_lkk_kissat,1,2.42358,0.149505,0.30112,1.75278,0,0,13.7984,1.60999,1.60999,27.6953,UNKNOWN,True,4928
flat100-88.cnf,E_lkk_selector,1,2.29357,0.144367,0.3344,1.73207,0,0,13.3994,1.92445,1.92445,29.6881,UNKNOWN,True,4916
flat100-89.cnf,D_lkk_kissat,1,12.4509,0.198537,0.373601,1.91687,0,0,16.4495,1.67432,1.67432,43.5893,UNKNOWN,True,4808
flat100-89.cnf,E_lkk_selector,1,2.7869,0.159887,0.310652,1.7618,0,0,16.411,1.75784,1.75784,30.6621,UNKNOWN,True,4796
flat100-89.cnf,C_lkk_cadical,1,2.968,0.193016,0.419059,2.2168,0,0,0.380102,0,0,7.06444,UNKNOWN,True,5652
flat100-9.cnf,E_lkk_selector,1,9.21342,0.1588,0.328959,2.00479,0,0,16.0428,1.83314,1.83314,38.6854,UNKNOWN,True,4860
flat100-9.cnf,C_lkk_cadical,1,2.67527,0.152222,0.31012,1.69556,0,0,0.309742,0,0,5.92956,UNKNOWN,True,5536
flat100-9.cnf,D_lkk_kissat,1,2.56132,0.16104,0.361076,2.08961,0,0,14.4976,1.96212,1.96212,29.9404,UNKNOWN,True,4836
flat100-91.cnf,C_lkk_cadical,1,2.88335,0.184822,0.307976,1.65872,0,0,0.285622,0,0,6.32604,UNKNOWN,True,5596
flat100-91.cnf,D_lkk_kissat,1,3.48381,0.152935,0.306357,1.66514,0,0,13.613,1.89689,1.89689,30.7697,UNKNOWN,True,4908
flat100-91.cnf,E_lkk_selector,1,3.14059,0.155282,0.352289,1.65297,0,0,13.4428,1.77068,1.77068,28.6901,UNKNOWN,True,4768
flat100-92.cnf,C_lkk_cadical,1,2.74781,0.161917,0.303997,1.66058,0,0,0.282699,0,0,6.05444,UNKNOWN,True,5596
flat100-92.cnf,D_lkk_kissat,1,2.60807,0.159202,0.316263,1.67731,0,0,14.2023,1.54251,1.54251,29.0294,UNKNOWN,True,4900
flat100-92.cnf,E_lkk_selector,1,2.39401,0.144851,0.290412,1.56166,0,0,12.4536,1.5143,1.5143,27.3134,UNKNOWN,True,4928
flat100-93.cnf,C_lkk_cadical,1,10.4923,0.162432,0.322367,1.86477,0,0,0.378946,0,0,14.2608,UNKNOWN,True,5568
flat100-93.cnf,D_lkk_kissat,1,2.35737,0.178215,0.317977,1.65699,0,0,15.9731,1.70811,1.70811,31.4413,UNKNOWN,True,4908
flat100-93.cnf,E_lkk_selector,1,2.7182,0.169297,0.321206,1.66553,0,0,15.3385,1.60905,1.60905,33.2908,UNKNOWN,True,4896
flat100-94.cnf,D_lkk_kissat,1,11.0094,0.173506,0.31129,1.74628,0,0,13.9025,1.90071,1.90071,37.0731,UNKNOWN,True,4736
flat100-94.cnf,E_lkk_selector,1,3.75362,0.209841,0.412015,2.22378,0,0,16.1373,2.17493,2.17493,36.6749,UNKNOWN,True,4916
flat100-94.cnf,C_lkk_cadical,1,2.62865,0.163296,0.341966,1.8314,0,0,0.395259,0,0,6.11988,UNKNOWN,True,5592
flat100-95.cnf,E_lkk_selector,1,11.6754,0.163632,0.361257,1.74489,0,0,12.937,1.7507,1.7507,38.803,UNKNOWN,True,4832
flat100-95.cnf,C_lkk_cadical,1,2.57232,0.155621,0.32541,1.85357,0,0,0.30795,0,0,5.9905,UNKNOWN,True,5444
flat100-95.cnf,D_lkk_kissat,1,2.3375,0.151696,0.317774,1.70209,0,0,12.7719,1.4685,1.4685,26.6923,UNKNOWN,True,4852
flat100-96.cnf,C_lkk_cadical,1,2.91915,0.190212,0.364036,1.96441,0,0,0.340694,0,0,6.68343,UNKNOWN,True,5588
flat100-96.cnf,D_lkk_kissat,1,2.49465,0.147282,0.312678,1.79763,0,0,18.1347,1.53561,1.53561,34.8632,UNKNOWN,True,4852
flat100-96.cnf,E_lkk_selector,1,4.10766,0.224563,0.429047,2.33677,0,0,20.273,2.68431,2.68431,40.7001,UNKNOWN,True,4832
flat100-97.cnf,C_lkk_cadical,1,2.96057,0.15417,0.30919,1.72206,0,0,0.304885,0,0,6.44195,UNKNOWN,True,5548
flat100-97.cnf,D_lkk_kissat,1,3.87195,0.225564,0.640623,2.15616,0,0,22.6142,2.43241,2.43241,42.9568,UNKNOWN,True,4896
flat100-97.cnf,E_lkk_selector,1,3.06945,0.181461,0.384341,2.08525,0,0,20.4945,2.18923,2.18923,44.0912,UNKNOWN,True,4776
flat100-98.cnf,C_lkk_cadical,1,14.4548,0.206565,0.484825,2.34934,0,0,0.428339,0,0,19.9308,UNKNOWN,True,5472
flat100-98.cnf,D_lkk_kissat,1,3.36102,0.219073,0.44025,2.25296,0,0,18.4582,2.19071,2.19071,48.4787,UNKNOWN,True,4892
flat100-98.cnf,E_lkk_selector,1,2.52032,0.159293,0.311759,1.70994,0,0,15.655,1.67383,1.67383,31.7432,UNKNOWN,True,4844
flat75-1.cnf,D_lkk_kissat,1,14.6263,0.147172,0.304449,1.65451,0,0,22.586,1.82438,14.4104,51.1952,UNKNOWN,True,4464
flat75-1.cnf,E_lkk_selector,1,4.02357,0.197177,0.356731,1.85047,0,0,28.1155,2.28049,20.396,49.9965,UNKNOWN,True,4532
flat75-1.cnf,C_lkk_cadical,1,2.90114,0.134967,0.280224,1.6306,0,0,0.508268,0,0,6.53433,UNKNOWN,True,5652
flat75-10.cnf,E_lkk_selector,1,13.8345,0.150156,0.303382,1.65156,0,0,26.2667,2.31305,18.5798,56.8078,UNKNOWN,True,4728
flat75-10.cnf,C_lkk_cadical,1,3.05876,0.156419,0.313798,1.61905,0,0,0.742248,0,0,7.12198,UNKNOWN,True,5788
flat75-10.cnf,D_lkk_kissat,1,2.93453,0.132404,0.293399,1.60823,0,0,23.128,2.07363,15.2017,39.9178,UNKNOWN,True,4596
flat75-100.cnf,C_lkk_cadical,1,3.14795,0.175689,0.331458,1.67406,0,0,0.501912,0,0,6.82854,UNKNOWN,True,5636
flat75-100.cnf,D_lkk_kissat,1,3.22205,0.138343,0.3237,1.66724,0,0,25.1522,1.95281,17.105,43.0169,UNKNOWN,True,4576
flat75-100.cnf,E_lkk_selector,1,2.87989,0.131783,0.320972,1.64371,0,0,23.4053,1.56797,14.9733,38.5501,UNKNOWN,True,4724
flat75-11.cnf,C_lkk_cadical,1,2.35604,0.113101,0.254475,1.36183,0,0,0.491662,0,0,5.2472,UNKNOWN,True,5508
flat75-11.cnf,D_lkk_kissat,1,2.33133,0.114781,0.25737,1.30324,0,0,17.596,1.41391,9.00992,32.3081,UNKNOWN,True,4652
flat75-11.cnf,E_lkk_selector,1,2.48621,0.113552,0.305414,1.38579,0,0,22.8196,1.70363,14.5232,40.1593,UNKNOWN,True,4620
flat75-13.cnf,C_lkk_cadical,1,11.6817,0.155657,0.32322,1.80043,0,0,0.348659,0,0,15.4051,UNKNOWN,True,5296
flat75-13.cnf,D_lkk_kissat,1,3.38747,0.14539,0.303504,1.54249,0,0,14.216,2.52711,2.52711,33.3708,UNKNOWN,True,4600
flat75-13.cnf,E_lkk_selector,1,2.28485,0.112963,0.242504,1.32246,0,0,12.1357,1.49378,1.49378,26.3301,UNKNOWN,True,4648
flat75-15.cnf,D_lkk_kissat,1,14.0202,0.181979,0.373088,1.83918,0,0,30.8442,2.72613,23.5703,61.3797,UNKNOWN,True,4700
flat75-15.cnf,E_lkk_selector,1,2.3843,0.117999,0.247519,1.30969,0,0,18.3088,1.62987,9.93866,31.8657,UNKNOWN,True,4728
flat75-15.cnf,C_lkk_cadical,1,2.52878,0.129299,0.279555,1.52479,0,0,0.535376,0,0,6.40198,UNKNOWN,True,5452
flat75-16.cnf,E_lkk_selector,1,14.3098,0.157214,0.337474,1.87544,0,0,33.6591,2.05114,25.7103,66.3664,UNKNOWN,True,4744
flat75-16.cnf,C_lkk_cadical,1,2.66805,0.135017,0.302653,1.67645,0,0,0.627062,0,0,6.61519,UNKNOWN,True,5772
flat75-16.cnf,D_lkk_kissat,1,3.553,0.169114,0.367806,1.68319,0,0,34.4252,2.06422,26.4894,54.2736,UNKNOWN,True,4600
flat75-17.cnf,C_lkk_cadical,1,2.61157,0.12236,0.284265,1.5185,0,0,0.581351,0,0,6.02744,UNKNOWN,True,5564
flat75-17.cnf,D_lkk_kissat,1,4.48193,0.220375,0.464866,2.58786,0,0,44.8887,2.8813,37.77,68.6365,UNKNOWN,True,4720
flat75-17.cnf,E_lkk_selector,1,3.03073,0.148637,0.33436,1.69009,0,0,25.9059,2.26552,18.1714,44.778,UNKNOWN,True,4540
flat75-18.cnf,C_lkk_cadical,1,2.44218,0.124438,0.276755,1.41197,0,0,0.513864,0,0,5.83154,UNKNOWN,True,5592
flat75-18.cnf,D_lkk_kissat,1,2.68166,0.171467,0.304551,1.66081,0,0,21.7348,1.89147,13.6263,41.607,UNKNOWN,True,4696
flat75-18.cnf,E_lkk_selector,1,3.0768,0.156231,0.305662,1.69398,0,0,23.9927,2.27018,16.2629,42.6283,UNKNOWN,True,4748
flat75-19.cnf,C_lkk_cadical,1,8.50782,0.115884,0.264646,1.40392,0,0,0.407277,0,0,11.4567,UNKNOWN,True,5352
flat75-19.cnf,D_lkk_kissat,1,3.64064,0.152504,0.320326,1.81611,0,0,23.4449,1.73743,15.1823,42.7985,UNKNOWN,True,4748
flat75-19.cnf,E_lkk_selector,1,2.9687,0.151309,0.315092,1.73923,0,0,22.7979,1.85694,14.6549,41.6792,UNKNOWN,True,4724
flat75-2.cnf,D_lkk_kissat,1,9.85758,0.148313,0.293812,1.63104,0,0,23.8753,1.87287,15.7482,47.3336,UNKNOWN,True,4716
flat75-2.cnf,E_lkk_selector,1,2.37599,0.10962,0.238213,1.25224,0,0,18.5139,1.27656,9.79045,31.0285,UNKNOWN,True,4536
flat75-2.cnf,C_lkk_cadical,1,3.40216,0.139621,0.318806,1.73378,0,0,0.493268,0,0,7.05105,UNKNOWN,True,5448
flat75-20.cnf,E_lkk_selector,1,12.3249,0.145396,0.33505,1.76188,0,0,26.2811,2.4247,18.7058,56.9133,UNKNOWN,True,4528
flat75-20.cnf,C_lkk_cadical,1,3.1226,0.173901,0.329349,1.72972,0,0,0.721965,0,0,7.38126,UNKNOWN,True,5516
flat75-20.cnf,D_lkk_kissat,1,2.65118,0.136746,0.299727,1.44875,0,0,19.4975,1.90918,11.4066,37.0095,UNKNOWN,True,4636
flat75-21.cnf,C_lkk_cadical,1,2.78004,0.120601,0.274287,1.39819,0,0,0.697276,0,0,6.14668,UNKNOWN,True,5568
flat75-21.cnf,D_lkk_kissat,1,2.61094,0.127412,0.288141,1.41522,0,0,20.0152,1.79039,11.8056,34.768,UNKNOWN,True,4680
flat75-21.cnf,E_lkk_selector,1,3.24576,0.136023,0.29881,1.58089,0,0,24.1914,2.25803,16.4494,42.8977,UNKNOWN,True,4744
flat75-22.cnf,C_lkk_cadical,1,2.93267,0.131419,0.30793,1.71344,0,0,0.486588,0,0,6.49608,UNKNOWN,True,5592
flat75-22.cnf,D_lkk_kissat,1,2.46109,0.124282,0.260887,1.39338,0,0,20.0211,1.68275,11.7039,34.899,UNKNOWN,True,4588
flat75-22.cnf,E_lkk_selector,1,2.6699,0.114804,0.257123,1.33776,0,0,18.9531,1.42712,10.3802,35.6659,UNKNOWN,True,4608
flat75-24.cnf,C_lkk_cadical,1,11.4882,0.14547,0.300393,1.6222,0,0,0.693191,0,0,15.1678,UNKNOWN,True,5796
flat75-24.cnf,D_lkk_kissat,1,2.75213,0.123163,0.28295,1.54351,0,0,21.6385,1.62308,13.2616,39.7181,UNKNOWN,True,4600
flat75-24.cnf,E_lkk_selector,1,2.8926,0.136005,0.288846,1.54024,0,0,25.7034,1.81205,17.5154,44.26,UNKNOWN,True,4532
flat75-25.cnf,D_lkk_kissat,1,10.0422,0.140942,0.286746,1.57854,0,0,24.7895,2.15949,16.949,50.1623,UNKNOWN,True,4772
flat75-25.cnf,E_lkk_selector,1,2.81174,0.143961,0.294511,1.52459,0,0,22.5829,2.02739,14.6103,42.0387,UNKNOWN,True,4612
flat75-25.cnf,C_lkk_cadical,1,3.09794,0.138592,0.326478,1.64177,0,0,0.706556,0,0,7.18827,UNKNOWN,True,5560
flat75-26.cnf,E_lkk_selector,1,9.02132,0.14841,0.274871,1.46721,0,0,21.5693,1.72161,13.2909,41.9717,UNKNOWN,True,4740
flat75-26.cnf,C_lkk_cadical,1,3.03496,0.148048,0.324046,1.69753,0,0,0.492525,0,0,7.0186,UNKNOWN,True,5684
flat75-26.cnf,D_lkk_kissat,1,2.93436,0.159743,0.313356,1.69722,0,0,22.9021,1.86915,14.7712,40.227,UNKNOWN,True,4692
flat75-27.cnf,C_lkk_cadical,1,2.85268,0.155008,0.315148,1.59794,0,0,1.15801,0,0,7.24384,UNKNOWN,True,5448
flat75-27.cnf,D_lkk_kissat,1,2.55547,0.145853,0.275178,1.34987,0,0,17.1702,1.63763,8.80787,31.687,UNKNOWN,True,4636
flat75-27.cnf,E_lkk_selector,1,3.08669,0.175017,0.348802,1.80284,0,0,22.5062,2.22904,14.7352,40.524,UNKNOWN,True,4604
flat75-29.cnf,C_lkk_cadical,1,3.14204,0.136537,0.294572,1.59766,0,0,1.10126,0,0,7.20661,UNKNOWN,True,5784
flat75-29.cnf,D_lkk_kissat,1,3.38277,0.149508,0.32881,1.72064,0,0,28.3649,2.14656,20.5114,47.2538,UNKNOWN,True,4724
flat75-29.cnf,E_lkk_selector,1,2.6373,0.132386,0.30834,1.61561,0,0,23.2381,1.80128,15.0394,39.9375,UNKNOWN,True,4712
flat75-3.cnf,C_lkk_cadical,1,11.6549,0.166416,0.388115,2.0416,0,0,1.45064,0,0,16.793,UNKNOWN,True,5668
flat75-3.cnf,D_lkk_kissat,1,2.81743,0.139782,0.320757,1.73297,0,0,23.8163,1.71155,15.5278,45.5239,UNKNOWN,True,4772
flat75-3.cnf,E_lkk_selector,1,2.79153,0.142401,0.276538,1.66007,0,0,23.5167,1.82597,15.3427,38.3099,UNKNOWN,True,4632
flat75-31.cnf,D_lkk_kissat,1,8.03665,0.110664,0.231933,1.18625,0,0,16.5906,1.51385,1.51385,35.7995,UNKNOWN,True,4708
flat75-31.cnf,E_lkk_selector,1,2.2412,0.170163,0.265752,1.34745,0,0,14.7177,1.46002,1.46002,28.1154,UNKNOWN,True,4648
flat75-31.cnf,C_lkk_cadical,1,2.60216,0.111501,0.244649,1.25395,0,0,0.288468,0,0,5.52263,UNKNOWN,True,5388
flat75-32.cnf,E_lkk_selector,1,8.8565,0.109039,0.232708,1.33827,0,0,18.4649,1.92093,10.3859,39.8568,UNKNOWN,True,4708
flat75-32.cnf,C_lkk_cadical,1,2.49901,0.116258,0.266825,1.3214,0,0,0.522268,0,0,5.93811,UNKNOWN,True,5616
flat75-32.cnf,D_lkk_kissat,1,2.11678,0.107927,0.250509,1.29209,0,0,17.7001,1.51062,9.2107,30.0859,UNKNOWN,True,4536
flat75-33.cnf,C_lkk_cadical,1,2.51502,0.13763,0.289028,1.47619,0,0,0.580852,0,0,5.98287,UNKNOWN,True,5724
flat75-33.cnf,D_lkk_kissat,1,2.3872,0.111759,0.248332,1.26431,0,0,21.4194,1.37896,12.7984,36.7383,UNKNOWN,True,4596
flat75-33.cnf,E_lkk_selector,1,2.23361,0.116178,0.248193,1.36456,0,0,18.6251,1.60901,10.2341,32.3332,UNKNOWN,True,4724
flat75-34.cnf,C_lkk_cadical,1,2.05358,0.101687,0.241099,1.23065,0,0,0.291481,0,0,4.96107,UNKNOWN,True,5380
flat75-34.cnf,D_lkk_kissat,1,2.52308,0.108023,0.242199,1.36495,0,0,13.2788,1.70409,1.70409,28.3353,UNKNOWN,True,4640
flat75-34.cnf,E_lkk_selector,1,3.62576,0.147285,0.351688,1.81269,0,0,19.6334,2.2683,2.2683,40.9213,UNKNOWN,True,4628
flat75-35.cnf,C_lkk_cadical,1,14.2697,0.155546,0.33538,1.84928,0,0,0.560333,0,0,18.3999,UNKNOWN,True,5372
flat75-35.cnf,D_lkk_kissat,1,2.64484,0.120206,0.235575,1.24772,0,0,20.4457,1.44699,11.8927,33.782,UNKNOWN,True,4596
flat75-35.cnf,E_lkk_selector,1,2.31345,0.103547,0.232576,1.23517,0,0,20.3815,1.54977,11.9313,35.7789,UNKNOWN,True,4532
flat75-36.cnf,D_lkk_kissat,1,15.2625,0.156713,0.32641,1.76336,0,0,22.7505,2.32571,15.0762,51.962,UNKNOWN,True,4596
flat75-36.cnf,E_lkk_selector,1,2.59644,0.126045,0.283862,1.45666,0,0,18.68,1.79322,10.4732,35.3457,UNKNOWN,True,4644
flat75-36.cnf,C_lkk_cadical,1,2.87139,0.12912,0.287172,1.51104,0,0,0.398752,0,0,6.05643,UNKNOWN,True,5612
flat75-37.cnf,E_lkk_selector,1,10.0156,0.12621,0.298525,1.65271,0,0,24.7438,1.82938,16.5732,47.9907,UNKNOWN,True,4744
flat75-37.cnf,C_lkk_cadical,1,2.1163,0.115933,0.254094,1.30162,0,0,0.408919,0,0,4.87474,UNKNOWN,True,5612
flat75-37.cnf,D_lkk_kissat,1,2.97984,0.143763,0.308889,1.72465,0,0,23.482,2.34326,15.8253,42.4284,UNKNOWN,True,4532
flat75-38.cnf,C_lkk_cadical,1,2.98094,0.149341,0.302166,1.59875,0,0,0.377282,0,0,6.35657,UNKNOWN,True,5260
flat75-38.cnf,D_lkk_kissat,1,3.74393,0.180966,0.340599,1.8676,0,0,18.1037,2.22731,2.22731,35.9653,UNKNOWN,True,4640
flat75-38.cnf,E_lkk_selector,1,2.61552,0.128795,0.288559,1.5779,0,0,16.8513,2.04244,2.04244,32.1004,UNKNOWN,True,4508
flat75-39.cnf,C_lkk_cadical,1,2.82005,0.131404,0.246904,1.28912,0,0,0.747046,0,0,6.01905,UNKNOWN,True,5740
flat75-39.cnf,D_lkk_kissat,1,2.35732,0.11533,0.258415,1.42255,0,0,18.973,1.70867,10.6816,33.9376,UNKNOWN,True,4540
flat75-39.cnf,E_lkk_selector,1,2.67488,0.117424,0.267624,1.46997,0,0,22.5898,1.96087,14.5506,38.835,UNKNOWN,True,4740
flat75-4.cnf,C_lkk_cadical,1,9.79485,0.1234,0.242473,1.30305,0,0,0.526055,0,0,12.7593,UNKNOWN,True,5348
flat75-4.cnf,D_lkk_kissat,1,2.30061,0.109722,0.254228,1.32478,0,0,19.6156,1.35553,10.9711,32.6367,UNKNOWN,True,4788
flat75-4.cnf,E_lkk_selector,1,2.32106,0.104678,0.240466,1.27541,0,0,19.6411,1.47971,11.1208,37.0659,UNKNOWN,True,4748
flat75-40.cnf,D_lkk_kissat,1,10.5621,0.12372,0.263885,1.38359,0,0,20.4,1.80778,12.2078,43.3573,UNKNOWN,True,4684
flat75-40.cnf,E_lkk_selector,1,2.16651,0.102808,0.242323,1.22081,0,0,18.4537,1.53441,9.98811,33.0122,UNKNOWN,True,4648
flat75-40.cnf,C_lkk_cadical,1,2.20808,0.10614,0.239212,1.26109,0,0,0.465519,0,0,4.91432,UNKNOWN,True,5616
flat75-42.cnf,E_lkk_selector,1,9.20659,0.112475,0.249002,1.26122,0,0,19.2832,1.77886,11.0621,39.1834,UNKNOWN,True,4624
flat75-42.cnf,C_lkk_cadical,1,2.43253,0.15429,0.239023,1.34064,0,0,0.514922,0,0,5.84194,UNKNOWN,True,5508
flat75-42.cnf,D_lkk_kissat,1,2.33967,0.131628,0.2545,1.40904,0,0,25.4931,1.50287,16.996,43.1207,UNKNOWN,True,4632
flat75-44.cnf,C_lkk_cadical,1,2.06924,0.106065,0.241506,1.2607,0,0,0.700164,0,0,5.13827,UNKNOWN,True,5512
flat75-44.cnf,D_lkk_kissat,1,2.93263,0.125349,0.275557,1.48141,0,0,24.4661,2.13317,16.5993,42.6194,UNKNOWN,True,4708
flat75-44.cnf,E_lkk_selector,1,2.6526,0.1139,0.269389,1.47182,0,0,21.4432,1.51691,12.9602,34.9641,UNKNOWN,True,4752
flat75-45.cnf,C_lkk_cadical,1,2.51358,0.135581,0.273683,1.44484,0,0,0.812565,0,0,6.08843,UNKNOWN,True,5532
flat75-45.cnf,D_lkk_kissat,1,3.04607,0.117809,0.245354,1.29069,0,0,21.2969,1.61316,12.9101,37.0091,UNKNOWN,True,4692
flat75-45.cnf,E_lkk_selector,1,2.54362,0.105622,0.232501,1.24774,0,0,19.6108,1.59363,11.2044,33.4508,UNKNOWN,True,4788
flat75-46.cnf,C_lkk_cadical,1,10.7696,0.121833,0.25942,1.37234,0,0,1.30138,0,0,14.6055,UNKNOWN,True,5524
flat75-46.cnf,D_lkk_kissat,1,2.37834,0.121116,0.319924,1.42214,0,0,20.1652,1.62181,11.7871,38.4222,UNKNOWN,True,4748
flat75-46.cnf,E_lkk_selector,1,2.56408,0.105384,0.232634,1.23822,0,0,18.29,1.44707,9.7371,32.3971,UNKNOWN,True,4624
flat75-48.cnf,D_lkk_kissat,1,11.6623,0.156044,0.352458,1.87401,0,0,29.8547,2.4313,22.286,56.5702,UNKNOWN,True,4468
flat75-48.cnf,E_lkk_selector,1,3.06981,0.132153,0.283008,1.69831,0,0,21.4534,1.75646,13.2099,38.6923,UNKNOWN,True,4588
flat75-48.cnf,C_lkk_cadical,1,3.20481,0.15616,0.32846,1.79546,0,0,0.496144,0,0,6.97079,UNKNOWN,True,5392
flat75-49.cnf,E_lkk_selector,1,9.83824,0.129579,0.279341,1.48276,0,0,21.7037,1.95571,13.6594,46.8301,UNKNOWN,True,4720
flat75-49.cnf,C_lkk_cadical,1,2.39408,0.105375,0.239912,1.27124,0,0,0.925549,0,0,5.87762,UNKNOWN,True,5408
flat75-49.cnf,D_lkk_kissat,1,2.27605,0.175626,0.251066,1.21054,0,0,18.8174,1.49372,10.3112,33.4155,UNKNOWN,True,4720
flat75-5.cnf,C_lkk_cadical,1,2.48336,0.116525,0.272858,1.2922,0,0,0.378303,0,0,5.31021,UNKNOWN,True,5716
flat75-5.cnf,D_lkk_kissat,1,2.40771,0.114469,0.238441,1.30709,0,0,23.748,1.54959,15.2976,41.0049,UNKNOWN,True,4596
flat75-5.cnf,E_lkk_selector,1,2.41324,0.106071,0.243791,1.3867,0,0,19.1863,1.70205,10.8884,34.6652,UNKNOWN,True,4520
flat75-50.cnf,C_lkk_cadical,1,2.47049,0.112763,0.240138,1.30029,0,0,0.268806,0,0,5.11113,UNKNOWN,True,5428
flat75-50.cnf,D_lkk_kissat,1,2.52515,0.109141,0.243456,1.35229,0,0,12.3105,1.64948,1.64948,25.8879,UNKNOWN,True,4768
flat75-50.cnf,E_lkk_selector,1,2.65819,0.123636,0.355086,1.47925,0,0,15.6746,1.53082,1.53082,29.8483,UNKNOWN,True,4696
flat75-51.cnf,C_lkk_cadical,1,8.3867,0.116717,0.22751,1.23621,0,0,0.537927,0,0,11.3463,UNKNOWN,True,5444
flat75-51.cnf,D_lkk_kissat,1,2.46513,0.142205,0.230533,1.35464,0,0,20.3006,2.10962,12.4102,34.5304,UNKNOWN,True,4688
flat75-51.cnf,E_lkk_selector,1,2.83582,0.127955,0.282373,1.98879,0,0,21.304,1.74336,13.0474,39.7854,UNKNOWN,True,4508
flat75-52.cnf,D_lkk_kissat,1,9.88857,0.139539,0.342595,1.53882,0,0,26.7114,2.15779,18.8691,53.8935,UNKNOWN,True,4560
flat75-52.cnf,E_lkk_selector,1,3.68496,0.161642,0.315596,1.65583,0,0,26.928,2.04725,18.9752,44.282,UNKNOWN,True,4720
flat75-52.cnf,C_lkk_cadical,1,2.41657,0.109123,0.241939,1.33977,0,0,0.78559,0,0,5.61449,UNKNOWN,True,5572
flat75-54.cnf,E_lkk_selector,1,8.24557,0.103157,0.23571,1.25285,0,0,17.1325,1.73496,8.86748,38.5945,UNKNOWN,True,4720
flat75-54.cnf,C_lkk_cadical,1,2.41871,0.103903,0.25055,1.27256,0,0,0.413231,0,0,5.14443,UNKNOWN,True,5840
flat75-54.cnf,D_lkk_kissat,1,2.33975,0.114246,0.255232,1.43694,0,0,19.2172,1.49275,10.7099,34.3036,UNKNOWN,True,4532
flat75-56.cnf,C_lkk_cadical,1,2.9977,0.131334,0.289219,1.48076,0,0,0.639916,0,0,6.34167,UNKNOWN,True,5536
flat75-56.cnf,D_lkk_kissat,1,2.55232,0.104031,0.242924,1.23151,0,0,18.6821,1.62171,10.3038,31.8784,UNKNOWN,True,4660
flat75-56.cnf,E_lkk_selector,1,2.35868,0.137293,0.23968,1.19537,0,0,18.2413,1.58348,9.82482,31.3576,UNKNOWN,True,4716
flat75-57.cnf,C_lkk_cadical,1,2.87172,0.131342,0.255773,1.45903,0,0,0.570991,0,0,6.05567,UNKNOWN,True,5344
flat75-57.cnf,D_lkk_kissat,1,2.04764,0.1009,0.229513,1.55094,0,0,20.7051,1.48154,12.1866,33.9298,UNKNOWN,True,4644
flat75-57.cnf,E_lkk_selector,1,2.40597,0.110162,0.291551,1.24417,0,0,19.5799,1.3379,10.9178,31.984,UNKNOWN,True,4744
flat75-58.cnf,C_lkk_cadical,1,11.904,0.127749,0.281874,1.36238,0,0,0.449653,0,0,15.027,UNKNOWN,True,5508
flat75-58.cnf,D_lkk_kissat,1,2.39959,0.111332,0.237561,1.21459,0,0,27.1698,1.61733,18.7871,42.6366,UNKNOWN,True,4720
