instance,stratum,domain,mode,measured_at_timeout_s,runtime_ms,status,timed_out
uuf250-098.cnf,resource_allocation_like,random_control,B_kissat,60.0,1170.40617,UNSATISFIABLE,False
mrpp_4x4#12_12.cnf,resource_allocation_like,competition_main,A_cadical,60.0,6390.408892,UNSATISFIABLE,False
mrpp_4x4#12_12.cnf,resource_allocation_like,competition_main,B_kissat,60.0,6895.994932,UNSATISFIABLE,False
uuf250-063.cnf,resource_allocation_like,random_control,A_cadical,60.0,6038.200678,UNSATISFIABLE,False
uuf250-063.cnf,resource_allocation_like,random_control,B_kissat,60.0,4987.070268,UNSATISFIABLE,False
uf200-051.cnf,resource_allocation_like,random_control,A_cadical,60.0,367.294103,SATISFIABLE,False
uf200-051.cnf,resource_allocation_like,random_control,B_kissat,60.0,116.648356,SATISFIABLE,False
flat200-40.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.236846,SATISFIABLE,False
flat200-40.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,33.832608,SATISFIABLE,False
flat200-6.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,65.95304,SATISFIABLE,False
flat200-6.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.840029,SATISFIABLE,False
flat75-41.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,65.977368,SATISFIABLE,False
flat75-41.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,33.714807,SATISFIABLE,False
flat200-95.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.228716,SATISFIABLE,False
flat200-95.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,65.838588,SATISFIABLE,False
bw_large.b.cnf,resource_allocation_like,planning_scheduling,A_cadical,60.0,116.95468,SATISFIABLE,False
bw_large.b.cnf,resource_allocation_like,planning_scheduling,B_kissat,60.0,66.338098,SATISFIABLE,False
uf200-086.cnf,resource_allocation_like,random_control,A_cadical,60.0,66.039086,SATISFIABLE,False
uf200-086.cnf,resource_allocation_like,random_control,B_kissat,60.0,117.365805,SATISFIABLE,False
jnh6.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,67.184345,UNSATISFIABLE,False
jnh6.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,34.72982,UNSATISFIABLE,False
flat100-13.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.47561,SATISFIABLE,False
flat100-13.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.912952,SATISFIABLE,False
uf200-029.cnf,resource_allocation_like,random_control,A_cadical,60.0,266.833321,SATISFIABLE,False
uf200-029.cnf,resource_allocation_like,random_control,B_kissat,60.0,116.850368,SATISFIABLE,False
uuf200-017.cnf,resource_allocation_like,random_control,A_cadical,60.0,468.188982,UNSATISFIABLE,False
uuf200-017.cnf,resource_allocation_like,random_control,B_kissat,60.0,469.666837,UNSATISFIABLE,False
uf250-028.cnf,resource_allocation_like,random_control,A_cadical,60.0,719.609785,SATISFIABLE,False
uf250-028.cnf,resource_allocation_like,random_control,B_kissat,60.0,116.732964,SATISFIABLE,False
uf250-014.cnf,resource_allocation_like,random_control,A_cadical,60.0,568.387283,SATISFIABLE,False
uf250-014.cnf,resource_allocation_like,random_control,B_kissat,60.0,168.04153,SATISFIABLE,False
uf200-090.cnf,resource_allocation_like,random_control,A_cadical,60.0,217.498488,SATISFIABLE,False
uf200-090.cnf,resource_allocation_like,random_control,B_kissat,60.0,218.389029,SATISFIABLE,False
uuf250-062.cnf,resource_allocation_like,random_control,A_cadical,60.0,2525.406194,UNSATISFIABLE,False
uuf250-062.cnf,resource_allocation_like,random_control,B_kissat,60.0,2977.500805,UNSATISFIABLE,False
uuf200-03.cnf,resource_allocation_like,random_control,A_cadical,60.0,317.547616,UNSATISFIABLE,False
uuf200-03.cnf,resource_allocation_like,random_control,B_kissat,60.0,317.806102,UNSATISFIABLE,False
flat75-61.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.491592,SATISFIABLE,False
flat75-61.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,33.955134,SATISFIABLE,False
flat100-18.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.864772,SATISFIABLE,False
flat100-18.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.963812,SATISFIABLE,False
flat100-36.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.731616,SATISFIABLE,False
flat100-36.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,18.020288,SATISFIABLE,False
uf250-094.cnf,resource_allocation_like,random_control,A_cadical,60.0,267.454209,SATISFIABLE,False
uf250-094.cnf,resource_allocation_like,random_control,B_kissat,60.0,2977.269175,SATISFIABLE,False
uuf250-072.cnf,resource_allocation_like,random_control,A_cadical,60.0,4282.251973,UNSATISFIABLE,False
uuf250-072.cnf,resource_allocation_like,random_control,B_kissat,60.0,4182.194813,UNSATISFIABLE,False
jnh214.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,66.67896,UNSATISFIABLE,False
jnh214.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.872695,UNSATISFIABLE,False
flat200-81.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.095474,SATISFIABLE,False
flat200-81.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,66.891822,SATISFIABLE,False
uf250-073.cnf,resource_allocation_like,random_control,A_cadical,60.0,217.291576,SATISFIABLE,False
uf250-073.cnf,resource_allocation_like,random_control,B_kissat,60.0,116.828259,SATISFIABLE,False
uuf250-029.cnf,resource_allocation_like,random_control,A_cadical,60.0,2125.087449,UNSATISFIABLE,False
uuf250-029.cnf,resource_allocation_like,random_control,B_kissat,60.0,1923.188978,UNSATISFIABLE,False
flat100-34.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.712001,SATISFIABLE,False
flat100-34.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.661213,SATISFIABLE,False
aim-50-2_0-yes1-4.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,33.70799,SATISFIABLE,False
aim-50-2_0-yes1-4.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,17.843087,SATISFIABLE,False
flat100-40.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,66.803107,SATISFIABLE,False
flat100-40.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,17.480591,SATISFIABLE,False
uuf250-016.cnf,resource_allocation_like,random_control,A_cadical,60.0,2675.761122,UNSATISFIABLE,False
uuf250-016.cnf,resource_allocation_like,random_control,B_kissat,60.0,2174.023562,UNSATISFIABLE,False
jnh307.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,66.857461,UNSATISFIABLE,False
jnh307.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,36.786021,UNSATISFIABLE,False
flat200-19.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,170.263599,SATISFIABLE,False
flat200-19.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,123.209798,SATISFIABLE,False
aim-50-3_4-yes1-2.cnf,resource_allocation_like,crafted_structured,A_cadical,60.0,119.575215,SATISFIABLE,False
aim-50-3_4-yes1-2.cnf,resource_allocation_like,crafted_structured,B_kissat,60.0,36.750611,SATISFIABLE,False
flat200-68.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,169.921608,SATISFIABLE,False
flat200-68.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,69.188816,SATISFIABLE,False
uuf200-036.cnf,resource_allocation_like,random_control,A_cadical,60.0,1072.111508,UNSATISFIABLE,False
uuf200-036.cnf,resource_allocation_like,random_control,B_kissat,60.0,1020.88351,UNSATISFIABLE,False
uf200-044.cnf,resource_allocation_like,random_control,A_cadical,60.0,167.145816,SATISFIABLE,False
uf200-044.cnf,resource_allocation_like,random_control,B_kissat,60.0,117.230324,SATISFIABLE,False
flat100-27.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,67.565052,SATISFIABLE,False
flat100-27.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,34.512332,SATISFIABLE,False
uf250-068.cnf,resource_allocation_like,random_control,A_cadical,60.0,318.126901,SATISFIABLE,False
uf250-068.cnf,resource_allocation_like,random_control,B_kissat,60.0,116.732602,SATISFIABLE,False
flat200-85.cnf,resource_allocation_like,matching_capacity,A_cadical,60.0,67.524614,SATISFIABLE,False
flat200-85.cnf,resource_allocation_like,matching_capacity,B_kissat,60.0,67.022868,SATISFIABLE,False
uuf200-060.cnf,resource_allocation_like,random_control,A_cadical,60.0,417.948533,UNSATISFIABLE,False
uuf200-060.cnf,resource_allocation_like,random_control,B_kissat,60.0,518.677933,UNSATISFIABLE,False
