instance,stratum,domain,selector_choice,selector_reason,lkk_cadical_par2_ms,lkk_kissat_par2_ms,selector_par2_ms,oracle_par2_ms,regret_ms,picked_faster,harmful,tie,selector_ms
ssa7552-160.cnf,resource_allocation_like,eda_circuit_fault,kissat,"open_cardinality_structure(boxes=233,registry=UNKNOWN)",34.061262,66.554738,66.619176,34.061262,32.557914,False,True,False,
uf200-01.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",267.509733,267.208958,367.708101,267.208958,100.499143,False,True,False,
uf200-010.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",267.64529,116.799699,116.968371,116.799699,0.16867200000000082,False,True,False,
uf200-0100.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",468.828865,467.525122,518.308794,467.525122,50.783672000000024,False,True,False,
uf200-012.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",33.920198,116.49182,116.936431,33.920198,83.016233,False,True,False,
uf200-014.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",66.860785,166.651735,116.517366,66.860785,49.65658099999999,False,True,False,
uf200-015.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",267.077079,166.507697,166.388105,166.507697,-0.11959200000001147,False,False,False,
uf200-016.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",67.125472,116.644679,117.268667,67.125472,50.14319499999999,False,True,False,
uf200-018.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",116.90657,116.521697,116.954314,116.521697,0.43261699999999337,False,True,False,
uf200-019.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",519.265193,117.673762,116.710868,117.673762,-0.9628939999999915,False,False,False,
uf200-02.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",319.129133,167.804943,167.513823,167.804943,-0.2911200000000065,False,False,False,
uf200-021.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",570.278686,167.727671,167.47699,167.727671,-0.25068099999998594,False,False,False,
uf200-022.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",268.20292,168.123967,167.841726,168.123967,-0.2822409999999991,False,False,False,
uf200-023.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",217.343866,368.062332,317.30309,217.343866,99.959224,False,True,False,
uf200-025.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",67.709484,117.006682,116.797188,67.709484,49.087704,False,True,False,
uf200-026.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",167.309296,116.795633,117.381521,116.795633,0.5858880000000113,False,True,False,
uf200-027.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",217.912439,266.814603,317.509035,217.912439,99.59659599999998,False,True,False,
uf200-028.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",116.899414,167.017646,116.650902,116.899414,-0.24851199999999096,False,False,False,
uf200-03.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",34.568262,167.547192,117.169019,34.568262,82.60075700000002,False,True,False,
uf200-030.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",418.934692,217.262993,217.002981,217.262993,-0.26001199999998903,False,False,False,
uf200-031.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",34.277738,116.602009,116.459799,34.277738,82.182061,False,True,False,
uf200-032.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",267.547218,268.221771,268.393819,267.547218,0.846601000000021,False,True,False,
uf200-034.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",118.748484,319.770552,270.101186,118.748484,151.35270199999997,False,True,False,
uf200-036.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",35.055972,169.788194,168.685985,35.055972,133.630013,False,True,False,
uf200-039.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",369.733957,369.947102,369.008535,369.733957,-0.7254219999999805,False,False,False,
uf200-04.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",318.992448,169.13381,167.530591,169.13381,-1.6032190000000242,False,False,False,
uf200-040.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",117.629122,167.384713,168.806633,117.629122,51.17751100000001,False,True,False,
uf200-041.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=28,registry=UNKNOWN)",268.939345,168.986698,167.767848,168.986698,-1.2188500000000033,False,False,False,
uf200-042.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",520.126544,420.307281,420.272553,420.307281,-0.03472799999997278,False,False,False,
uf200-043.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",223.919357,221.946149,221.027876,221.946149,-0.9182729999999992,False,False,False,
uf200-045.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",118.438598,169.33128,168.593165,118.438598,50.154567,False,True,False,
uf200-046.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",36.455091,167.910865,168.789129,36.455091,132.334038,False,True,False,
uf200-047.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",67.262086,116.619697,167.660204,67.262086,100.398118,False,True,False,
uf200-048.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",67.625035,219.225145,269.167745,67.625035,201.54271000000003,False,True,False,
uf200-049.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",971.93207,219.298539,116.660369,219.298539,-102.63817,False,False,False,
uf200-052.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",118.89854,117.532912,117.270732,117.532912,-0.26218000000000075,False,False,False,
uf200-053.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",117.0041,116.402354,219.399882,116.402354,102.99752799999999,False,True,False,
uf200-054.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=30,registry=UNKNOWN)",267.856762,116.85888,116.726652,116.85888,-0.1322279999999978,False,False,False,
uf200-055.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",368.404103,117.848887,168.955892,117.848887,51.107005,False,True,False,
uf200-056.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",320.784728,118.177003,168.688518,118.177003,50.51151499999999,False,True,False,
uf200-057.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",117.990153,168.598577,117.468947,117.990153,-0.5212060000000065,False,False,False,
uf200-058.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",218.071615,116.975192,220.445231,116.975192,103.470039,False,True,False,
uf200-059.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=39,registry=UNKNOWN)",269.079269,217.398195,216.877258,217.398195,-0.5209369999999751,False,False,False,
uf200-06.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",418.314883,519.405543,621.530464,418.314883,203.21558100000004,False,True,False,
uf200-060.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",420.206867,170.76205,117.181637,170.76205,-53.58041299999999,False,False,False,
uf200-062.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",117.546716,168.80523,117.362372,117.546716,-0.18434400000001006,False,False,False,
uf200-063.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",822.448835,318.302996,368.462203,318.302996,50.15920699999998,False,True,False,
uf200-064.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",117.699291,268.531984,268.142905,117.699291,150.44361399999997,False,True,False,
uf200-065.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",34.853021,167.460031,168.281916,34.853021,133.428895,False,True,False,
uf200-066.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",268.039159,420.010407,420.402797,268.039159,152.36363800000004,False,True,False,
uf200-067.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",34.355591,168.128914,116.647379,34.355591,82.291788,False,True,False,
uf200-068.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",318.938856,167.554014,166.986847,167.554014,-0.5671669999999835,False,False,False,
uf200-069.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",67.646177,116.525704,168.225268,67.646177,100.579091,False,True,False,
uf200-07.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=30,registry=UNKNOWN)",117.597674,318.174702,369.855049,117.597674,252.25737500000002,False,True,False,
uf200-070.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",171.14161,319.878393,269.406981,171.14161,98.26537099999999,False,True,False,
uf200-072.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",217.830477,168.612661,116.666961,168.612661,-51.9457,False,False,False,
uf200-073.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",321.23476,168.282929,116.637527,168.282929,-51.64540199999999,False,False,False,
uf200-074.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",167.435697,317.611956,318.160677,167.435697,150.72498000000002,False,True,False,
uf200-075.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",217.614308,267.835541,267.827395,217.614308,50.21308700000003,False,True,False,
uf200-076.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",267.421947,116.883413,116.82693,116.883413,-0.05648300000000006,False,False,False,
uf200-078.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=39,registry=UNKNOWN)",18.082743,116.19841,116.385832,18.082743,98.303089,False,True,False,
uf200-08.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",66.693144,168.066645,116.544896,66.693144,49.85175199999999,False,True,False,
uf200-080.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",17.835881,116.438794,117.157366,17.835881,99.321485,False,True,False,
uf200-081.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=31,registry=UNKNOWN)",266.998359,117.265347,116.246525,117.265347,-1.0188220000000001,False,False,False,
uf200-082.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",166.587831,116.407485,167.595567,116.407485,51.188081999999994,False,True,False,
uf200-083.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",67.685796,117.690304,117.937868,67.685796,50.252072,False,True,False,
uf200-084.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",167.895615,117.369681,167.034739,117.369681,49.665058,False,True,False,
uf200-085.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",268.464365,171.105837,116.633654,171.105837,-54.472183,False,False,False,
uf200-087.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",719.430267,218.287632,217.624566,218.287632,-0.6630660000000148,False,False,False,
uf200-088.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",318.515867,167.508571,168.138851,167.508571,0.6302799999999991,False,True,False,
uf200-089.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=36,registry=UNKNOWN)",268.178704,166.849412,167.069865,166.849412,0.22045299999999202,False,True,False,
uf200-09.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",469.281946,418.620475,418.281687,418.620475,-0.3387880000000223,False,False,False,
uf200-092.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",267.407247,267.895473,217.920481,267.407247,-49.48676599999999,False,False,False,
uf200-093.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=37,registry=UNKNOWN)",116.904869,117.13127,116.748121,116.904869,-0.15674800000000744,False,False,False,
uf200-094.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",117.545529,217.206654,218.008692,117.545529,100.463163,False,True,False,
uf200-095.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",216.81305,217.859983,217.035221,216.81305,0.222171000000003,False,True,False,
uf200-096.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=35,registry=UNKNOWN)",116.750089,117.081206,116.332693,116.750089,-0.41739599999999655,False,False,False,
uf200-097.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",218.230937,116.927066,117.06166,116.927066,0.13459400000000699,False,True,False,
uf200-098.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=32,registry=UNKNOWN)",519.191365,117.110541,116.805557,117.110541,-0.3049840000000046,False,False,False,
uf200-099.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=34,registry=UNKNOWN)",418.572488,116.964039,169.055048,116.964039,52.091009,False,True,False,
uf250-01.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=49,registry=UNKNOWN)",117.059768,116.846045,116.614249,116.846045,-0.23179600000000278,False,False,False,
uf250-010.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",367.272825,116.807214,117.496404,116.807214,0.6891899999999964,False,True,False,
uf250-0100.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",568.597569,619.007498,617.423236,568.597569,48.82566699999995,False,True,False,
uf250-013.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",568.456574,869.140413,919.941905,568.456574,351.485331,False,True,False,
uf250-015.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",217.794681,117.148786,116.980225,117.148786,-0.16856099999999685,False,False,False,
uf250-017.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",468.253707,168.107172,116.85713,168.107172,-51.25004199999999,False,False,False,
uf250-018.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",619.636503,116.34411,167.603023,116.34411,51.25891300000001,False,True,False,
uf250-019.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",318.61275,169.744808,168.904331,169.744808,-0.8404769999999928,False,False,False,
uf250-02.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",669.463556,116.815241,117.033157,116.815241,0.21791600000000244,False,True,False,
uf250-021.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",117.288507,167.946231,168.371362,117.288507,51.08285500000001,False,True,False,
uf250-022.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=47,registry=UNKNOWN)",1371.963404,1221.572796,1170.101067,1221.572796,-51.47172899999987,False,False,False,
uf250-023.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=49,registry=UNKNOWN)",467.944167,618.327308,668.607071,467.944167,200.66290400000003,False,True,False,
uf250-024.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",568.78403,116.108573,167.351171,116.108573,51.24259799999999,False,True,False,
uf250-025.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",166.931045,618.416399,568.111752,166.931045,401.180707,False,True,False,
uf250-026.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",2826.643581,1119.93705,1070.105327,1119.93705,-49.83172300000001,False,False,False,
uf250-027.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",669.659655,418.132764,367.534682,418.132764,-50.59808200000003,False,False,False,
uf250-03.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",618.501753,167.478516,167.388807,167.478516,-0.08970899999999915,False,False,False,
uf250-031.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=46,registry=UNKNOWN)",669.310168,669.24079,718.922156,669.24079,49.681366000000025,False,True,False,
uf250-032.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",618.651749,117.184434,116.312368,117.184434,-0.8720659999999896,False,False,False,
uf250-034.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",116.89064,116.558343,116.419596,116.558343,-0.13874699999999507,False,False,False,
uf250-035.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",267.000352,216.773321,216.891837,216.773321,0.11851599999999962,False,True,False,
uf250-036.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=46,registry=UNKNOWN)",718.848202,116.363523,116.219904,116.363523,-0.14361900000000105,False,False,False,
uf250-037.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",167.656056,116.914932,116.637932,116.914932,-0.2769999999999868,False,False,False,
uf250-038.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",2024.6491,116.346391,116.492989,116.346391,0.14659799999999734,False,True,False,
uf250-039.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",568.628938,116.549646,116.445855,116.549646,-0.10379100000000108,False,False,False,
uf250-04.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=47,registry=UNKNOWN)",117.247076,116.535693,117.169281,116.535693,0.6335880000000031,False,True,False,
uf250-040.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",267.873577,367.118457,417.708189,267.873577,149.834612,False,True,False,
uf250-041.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",668.980913,719.6007,718.966504,668.980913,49.985591,False,True,False,
uf250-042.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",568.396815,116.92814,116.456604,116.92814,-0.4715360000000004,False,False,False,
uf250-043.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=39,registry=UNKNOWN)",618.710084,2475.852226,2425.583069,618.710084,1806.8729849999997,False,True,False,
uf250-044.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=33,registry=UNKNOWN)",117.486657,116.011292,116.022835,116.011292,0.01154300000000319,False,True,False,
uf250-047.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",417.805721,116.466429,116.35308,116.466429,-0.11334899999999948,False,False,False,
uf250-049.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=39,registry=UNKNOWN)",268.077631,217.296133,267.309333,217.296133,50.01319999999998,False,True,False,
uf250-05.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",568.262293,116.276958,116.52493,116.276958,0.2479720000000043,False,True,False,
uf250-050.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",217.361213,217.500781,166.716567,217.361213,-50.644645999999995,False,False,False,
uf250-051.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",569.737762,116.551611,116.501229,116.551611,-0.05038199999999904,False,False,False,
uf250-052.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",417.523745,568.075595,568.640776,417.523745,151.11703099999994,False,True,False,
uf250-053.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",1020.24962,517.92761,568.2439,517.92761,50.316290000000095,False,True,False,
uf250-054.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=47,registry=UNKNOWN)",970.308564,668.486259,668.683678,668.486259,0.19741899999996804,False,True,False,
uf250-056.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",1070.243317,116.195042,116.426755,116.195042,0.23171299999999917,False,True,False,
uf250-057.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",568.345602,167.184857,116.821688,167.184857,-50.363169,False,False,False,
uf250-058.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",116.446022,317.245069,317.092632,116.446022,200.64660999999998,False,True,False,
uf250-060.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",568.791326,367.743544,317.090484,367.743544,-50.65305999999998,False,False,False,
uf250-061.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",568.672379,217.315979,166.969057,217.315979,-50.346922000000006,False,False,False,
uf250-062.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=46,registry=UNKNOWN)",517.650977,116.229586,116.349669,116.229586,0.12008300000000816,False,True,False,
uf250-063.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",217.271629,116.322235,116.266596,116.322235,-0.05563899999999933,False,False,False,
uf250-064.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",266.839864,116.706976,116.460613,116.706976,-0.24636300000000233,False,False,False,
uf250-065.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",619.45027,1070.326026,1120.211933,619.45027,500.761663,False,True,False,
uf250-066.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",568.817216,116.721142,116.447458,116.721142,-0.2736840000000029,False,False,False,
uf250-067.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",769.283953,1572.618119,1723.367622,769.283953,954.083669,False,True,False,
uf250-069.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",570.49082,116.537361,167.185978,116.537361,50.648617,False,True,False,
uf250-07.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",568.483789,919.133213,1070.686855,568.483789,502.2030659999999,False,True,False,
uf250-070.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",618.945371,419.725686,367.944525,419.725686,-51.781161,False,False,False,
uf250-071.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=40,registry=UNKNOWN)",568.366811,3079.323766,3128.565127,568.366811,2560.198316,False,True,False,
uf250-072.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",2425.062543,2976.863264,2975.809657,2425.062543,550.7471139999998,False,True,False,
uf250-074.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=38,registry=UNKNOWN)",217.553296,619.022157,568.548442,217.553296,350.99514600000003,False,True,False,
uf250-075.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",317.124058,167.57364,167.895992,167.57364,0.3223519999999951,False,True,False,
uf250-076.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=42,registry=UNKNOWN)",1772.494389,518.477202,567.956151,518.477202,49.47894899999994,False,True,False,
uf250-077.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",569.172504,116.383037,117.569408,116.383037,1.186370999999994,False,True,False,
uf250-078.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",317.787418,116.567716,167.275746,116.567716,50.708029999999994,False,True,False,
uf250-079.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",568.534514,116.269425,116.416643,116.269425,0.14721799999999519,False,True,False,
uf250-08.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",568.62653,116.459772,116.454397,116.459772,-0.005375000000000796,False,False,False,
uf250-080.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=41,registry=UNKNOWN)",518.138094,116.522027,117.530737,116.522027,1.0087100000000078,False,True,False,
uf250-081.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",418.467263,568.67185,619.133935,418.467263,200.66667199999995,False,True,False,
uf250-084.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",568.589965,118.196641,116.661157,118.196641,-1.5354839999999967,False,False,False,
uf250-085.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",267.479504,216.759568,166.747431,216.759568,-50.012136999999996,False,False,False,
uf250-088.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=45,registry=UNKNOWN)",267.781533,568.182132,518.114288,267.781533,250.33275499999996,False,True,False,
uf250-089.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",468.546268,217.547656,116.851945,217.547656,-100.69571099999999,False,False,False,
uf250-090.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",268.120371,719.816776,719.910199,268.120371,451.78982800000006,False,True,False,
uf250-091.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=47,registry=UNKNOWN)",167.427056,116.188866,167.478929,116.188866,51.29006299999999,False,True,False,
uf250-093.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=44,registry=UNKNOWN)",569.166654,167.558197,167.397441,167.558197,-0.16075600000002055,False,False,False,
uf250-095.cnf,resource_allocation_like,random_control,kissat,"open_cardinality_structure(boxes=43,registry=UNKNOWN)",166.942407,117.398087,167.489589,117.398087,50.09150199999999,False,True,False,
