instance,source,set,domain,stratum,split,cnf_sha256,declared_result,mode,seed,status,runtime_ms,par2_ms,timed_out,peak_rss_kb,conflicts,decisions,propagations,restarts,parse_ms,gate_ms,recovery_ms,registry_ms,flow_ms,witness_ms,structural_result,fallback_used,fallback_engine,selector_choice,selector_reason,fallback_ms,fallback_serialize_ms,fallback_overhead_ms,total_end_to_end_ms,raw_log
bmc-galileo-8.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d4067ccc2797e13412aa3bc5b23d48a976962b558017a277950d4ca2bdad61dc,,B_kissat,1,SATISFIABLE,367.51983,367.51983,False,26688,1124,9626,1143454,258,,,,,,,,,,,,,,,367.51983,results/phase5/20260818Tphase6full02Z/logs/evaluation/00001_bmc-galileo-8__B_kissat__seed1.log
bmc-galileo-8.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d4067ccc2797e13412aa3bc5b23d48a976962b558017a277950d4ca2bdad61dc,,C_lkk_cadical,1,SATISFIABLE,1371.735778,1371.735778,False,86152,4301,54172,3837556,-1,225.279,204.659,0,0,0,0,UNKNOWN,True,cadical,,,855.334,0,0,1336.12,results/phase5/20260818Tphase6full02Z/logs/evaluation/00001_bmc-galileo-8__C_lkk_cadical__seed1.log
bmc-galileo-8.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d4067ccc2797e13412aa3bc5b23d48a976962b558017a277950d4ca2bdad61dc,,D_lkk_kissat,1,SATISFIABLE,819.625682,819.625682,False,46976,241,3838,438444,60,245.27,128.089,0,0,0,0,UNKNOWN,True,kissat,,,265.847,84.3938,130.241,777.591,results/phase5/20260818Tphase6full02Z/logs/evaluation/00001_bmc-galileo-8__D_lkk_kissat__seed1.log
bmc-galileo-8.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d4067ccc2797e13412aa3bc5b23d48a976962b558017a277950d4ca2bdad61dc,,E_lkk_selector,1,SATISFIABLE,819.393022,819.393022,False,46100,241,3838,438444,60,192.085,192.562,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=294821),246.556,84.7723,121.329,764.4,results/phase5/20260818Tphase6full02Z/logs/evaluation/00001_bmc-galileo-8__E_lkk_selector__seed1.log
bmc-galileo-8.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d4067ccc2797e13412aa3bc5b23d48a976962b558017a277950d4ca2bdad61dc,,A_cadical,1,SATISFIABLE,1521.24224,1521.24224,False,63952,0,42585,3439953,105,,,,,,,,,,,,,,,1521.24224,results/phase5/20260818Tphase6full02Z/logs/evaluation/00001_bmc-galileo-8__A_cadical__seed1.log
bmc-ibm-10.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d7f897c54f775edcef0ea51e97034a778e4ff03b570ae87305ed50616b049a51,,C_lkk_cadical,1,SATISFIABLE,1220.825639,1220.825639,False,85464,4335,31339,2616219,-1,212.985,198.004,0,0,0,0,UNKNOWN,True,cadical,,,703.687,0,0,1178.55,results/phase5/20260818Tphase6full02Z/logs/evaluation/00002_bmc-ibm-10__C_lkk_cadical__seed1.log
bmc-ibm-10.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d7f897c54f775edcef0ea51e97034a778e4ff03b570ae87305ed50616b049a51,,D_lkk_kissat,1,SATISFIABLE,969.776607,969.776607,False,51020,1349,9710,1336555,126,216.315,193.462,0,0,0,0,UNKNOWN,True,kissat,,,336.333,102.605,148.938,911.238,results/phase5/20260818Tphase6full02Z/logs/evaluation/00002_bmc-ibm-10__D_lkk_kissat__seed1.log
bmc-ibm-10.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d7f897c54f775edcef0ea51e97034a778e4ff03b570ae87305ed50616b049a51,,E_lkk_selector,1,SATISFIABLE,969.48991,969.48991,False,52008,1349,9710,1336555,126,232.641,184.118,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=323700),340.855,101.947,142.802,927.259,results/phase5/20260818Tphase6full02Z/logs/evaluation/00002_bmc-ibm-10__E_lkk_selector__seed1.log
bmc-ibm-10.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d7f897c54f775edcef0ea51e97034a778e4ff03b570ae87305ed50616b049a51,,A_cadical,1,SATISFIABLE,1621.506787,1621.506787,False,59932,0,26549,2684532,220,,,,,,,,,,,,,,,1621.506787,results/phase5/20260818Tphase6full02Z/logs/evaluation/00002_bmc-ibm-10__A_cadical__seed1.log
bmc-ibm-10.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,d7f897c54f775edcef0ea51e97034a778e4ff03b570ae87305ed50616b049a51,,B_kissat,1,SATISFIABLE,317.166827,317.166827,False,19756,1470,7301,1214807,113,,,,,,,,,,,,,,,317.166827,results/phase5/20260818Tphase6full02Z/logs/evaluation/00002_bmc-ibm-10__B_kissat__seed1.log
bmc-ibm-11.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,26b95b63aac1a133a263771fa6591bc0861de8335931fe55a4e2c00800b81bd0,,D_lkk_kissat,1,SATISFIABLE,819.186899,819.186899,False,26044,4656,17840,4013986,233,92.2361,51.7059,0,0,0,0,UNKNOWN,True,kissat,,,550.643,46.5444,-402.813,765.583,results/phase5/20260818Tphase6full02Z/logs/evaluation/00003_bmc-ibm-11__D_lkk_kissat__seed1.log
bmc-ibm-11.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,26b95b63aac1a133a263771fa6591bc0861de8335931fe55a4e2c00800b81bd0,,E_lkk_selector,1,SATISFIABLE,919.665014,919.665014,False,26952,4656,17840,4013986,233,102.79,59.2648,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=150027),626.299,50.6085,-323.092,865.154,results/phase5/20260818Tphase6full02Z/logs/evaluation/00003_bmc-ibm-11__E_lkk_selector__seed1.log
bmc-ibm-11.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,26b95b63aac1a133a263771fa6591bc0861de8335931fe55a4e2c00800b81bd0,,A_cadical,1,SATISFIABLE,1422.703249,1422.703249,False,32692,0,38128,2772611,217,,,,,,,,,,,,,,,1422.703249,results/phase5/20260818Tphase6full02Z/logs/evaluation/00003_bmc-ibm-11__A_cadical__seed1.log
bmc-ibm-11.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,26b95b63aac1a133a263771fa6591bc0861de8335931fe55a4e2c00800b81bd0,,B_kissat,1,SATISFIABLE,569.219841,569.219841,False,15404,3126,14444,3212691,128,,,,,,,,,,,,,,,569.219841,results/phase5/20260818Tphase6full02Z/logs/evaluation/00003_bmc-ibm-11__B_kissat__seed1.log
bmc-ibm-11.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,26b95b63aac1a133a263771fa6591bc0861de8335931fe55a4e2c00800b81bd0,,C_lkk_cadical,1,SATISFIABLE,669.560034,669.560034,False,46192,4527,30164,1926652,-1,111.771,65.4778,0,0,0,0,UNKNOWN,True,cadical,,,455.872,0,0,651.723,results/phase5/20260818Tphase6full02Z/logs/evaluation/00003_bmc-ibm-11__C_lkk_cadical__seed1.log
bmc-ibm-12.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,883e1d3cf1fd2623f44bf8895e2a2f1284ff5358d6469bd10b04ab1b642dc93e,,E_lkk_selector,1,SATISFIABLE,1922.931414,1922.931414,False,34108,7351,43030,13714018,852,135.135,107.449,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=194778),1522.33,86.1104,608.445,1903.73,results/phase5/20260818Tphase6full02Z/logs/evaluation/00004_bmc-ibm-12__E_lkk_selector__seed1.log
bmc-ibm-12.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,883e1d3cf1fd2623f44bf8895e2a2f1284ff5358d6469bd10b04ab1b642dc93e,,A_cadical,1,SATISFIABLE,2425.515117,2425.515117,False,45924,0,34950,8267135,441,,,,,,,,,,,,,,,2425.515117,results/phase5/20260818Tphase6full02Z/logs/evaluation/00004_bmc-ibm-12__A_cadical__seed1.log
bmc-ibm-12.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,883e1d3cf1fd2623f44bf8895e2a2f1284ff5358d6469bd10b04ab1b642dc93e,,B_kissat,1,SATISFIABLE,1121.002491,1121.002491,False,21656,4270,21307,7072196,247,,,,,,,,,,,,,,,1121.002491,results/phase5/20260818Tphase6full02Z/logs/evaluation/00004_bmc-ibm-12__B_kissat__seed1.log
bmc-ibm-12.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,883e1d3cf1fd2623f44bf8895e2a2f1284ff5358d6469bd10b04ab1b642dc93e,,C_lkk_cadical,1,SATISFIABLE,2026.28229,2026.28229,False,64712,8436,26554,5183600,-1,162.703,110.378,0,0,0,0,UNKNOWN,True,cadical,,,1646.45,0,0,1967.47,results/phase5/20260818Tphase6full02Z/logs/evaluation/00004_bmc-ibm-12__C_lkk_cadical__seed1.log
bmc-ibm-12.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,883e1d3cf1fd2623f44bf8895e2a2f1284ff5358d6469bd10b04ab1b642dc93e,,D_lkk_kissat,1,SATISFIABLE,1824.242964,1824.242964,False,33992,7351,43030,13714018,852,134.664,107.043,0,0,0,0,UNKNOWN,True,kissat,,,1404.09,74.6236,478.709,1760.41,results/phase5/20260818Tphase6full02Z/logs/evaluation/00004_bmc-ibm-12__D_lkk_kissat__seed1.log
bmc-ibm-13.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,0dafcf6bcd20e453eb01cbef4c811b93d65a53d28f5087d26d79cbbe1f646919,,A_cadical,1,SATISFIABLE,1020.345796,1020.345796,False,16780,0,48924,4099345,1160,,,,,,,,,,,,,,,1020.345796,results/phase5/20260818Tphase6full02Z/logs/evaluation/00005_bmc-ibm-13__A_cadical__seed1.log
bmc-ibm-13.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,0dafcf6bcd20e453eb01cbef4c811b93d65a53d28f5087d26d79cbbe1f646919,,B_kissat,1,SATISFIABLE,166.700171,166.700171,False,8452,1823,9687,883796,117,,,,,,,,,,,,,,,166.700171,results/phase5/20260818Tphase6full02Z/logs/evaluation/00005_bmc-ibm-13__B_kissat__seed1.log
bmc-ibm-13.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,0dafcf6bcd20e453eb01cbef4c811b93d65a53d28f5087d26d79cbbe1f646919,,C_lkk_cadical,1,SATISFIABLE,216.72367,216.72367,False,22148,1713,6189,1063578,-1,36.9574,16.8659,0,0,0,0,UNKNOWN,True,cadical,,,119.07,0,0,179.801,results/phase5/20260818Tphase6full02Z/logs/evaluation/00005_bmc-ibm-13__C_lkk_cadical__seed1.log
bmc-ibm-13.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,0dafcf6bcd20e453eb01cbef4c811b93d65a53d28f5087d26d79cbbe1f646919,,D_lkk_kissat,1,SATISFIABLE,618.546341,618.546341,False,14764,6114,34353,4542473,724,45.8293,17.7881,0,0,0,0,UNKNOWN,True,kissat,,,495.561,21.3953,56.9566,596.263,results/phase5/20260818Tphase6full02Z/logs/evaluation/00005_bmc-ibm-13__D_lkk_kissat__seed1.log
bmc-ibm-13.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,0dafcf6bcd20e453eb01cbef4c811b93d65a53d28f5087d26d79cbbe1f646919,,E_lkk_selector,1,SATISFIABLE,216.659465,216.659465,False,22044,1713,6189,1063578,-1,41.0445,16.9108,0,0,0,0,UNKNOWN,True,cadical,cadical,"default_in_process_cadical(boxes=0,recovery=COMPLETE,registry=UNKNOWN)",110.316,0,0,175.762,results/phase5/20260818Tphase6full02Z/logs/evaluation/00005_bmc-ibm-13__E_lkk_selector__seed1.log
bmc-ibm-1.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,ccfe052c64a36c820faa7f373962f9f425df540620da63ab8ba2e3047a32a959,,B_kissat,1,SATISFIABLE,166.817639,166.817639,False,6176,1983,23688,1270731,365,,,,,,,,,,,,,,,166.817639,results/phase5/20260818Tphase6full02Z/logs/evaluation/00006_bmc-ibm-1__B_kissat__seed1.log
bmc-ibm-1.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,ccfe052c64a36c820faa7f373962f9f425df540620da63ab8ba2e3047a32a959,,C_lkk_cadical,1,SATISFIABLE,166.960044,166.960044,False,17900,1308,18936,566347,-1,31.3121,16.1062,0,0,0,0,UNKNOWN,True,cadical,,,67.8635,0,0,121.07,results/phase5/20260818Tphase6full02Z/logs/evaluation/00006_bmc-ibm-1__C_lkk_cadical__seed1.log
bmc-ibm-1.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,ccfe052c64a36c820faa7f373962f9f425df540620da63ab8ba2e3047a32a959,,D_lkk_kissat,1,SATISFIABLE,267.509073,267.509073,False,12048,1529,21850,993463,337,43.9906,21.015,0,0,0,0,UNKNOWN,True,kissat,,,133.871,22.9999,46.8711,234.873,results/phase5/20260818Tphase6full02Z/logs/evaluation/00006_bmc-ibm-1__D_lkk_kissat__seed1.log
bmc-ibm-1.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,ccfe052c64a36c820faa7f373962f9f425df540620da63ab8ba2e3047a32a959,,E_lkk_selector,1,SATISFIABLE,166.941134,166.941134,False,18072,1308,18936,566347,-1,30.5895,15.5619,0,0,0,0,UNKNOWN,True,cadical,cadical,"default_in_process_cadical(boxes=0,recovery=COMPLETE,registry=UNKNOWN)",65.8079,0,0,117.8,results/phase5/20260818Tphase6full02Z/logs/evaluation/00006_bmc-ibm-1__E_lkk_selector__seed1.log
bmc-ibm-1.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,ccfe052c64a36c820faa7f373962f9f425df540620da63ab8ba2e3047a32a959,,A_cadical,1,SATISFIABLE,317.418235,317.418235,False,10760,0,18651,480068,175,,,,,,,,,,,,,,,317.418235,results/phase5/20260818Tphase6full02Z/logs/evaluation/00006_bmc-ibm-1__A_cadical__seed1.log
bmc-ibm-2.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,f82d90198c950d16ca910d42fd28f3b049334785b275cd02ae6ac1c33cb597ba,,C_lkk_cadical,1,SATISFIABLE,66.828414,66.828414,False,8844,23,104,4813,-1,18.4272,3.11797,4.63495,1.37894,0,0,UNKNOWN,True,cadical,,,3.89336,0,0,34.8125,results/phase5/20260818Tphase6full02Z/logs/evaluation/00007_bmc-ibm-2__C_lkk_cadical__seed1.log
bmc-ibm-2.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,f82d90198c950d16ca910d42fd28f3b049334785b275cd02ae6ac1c33cb597ba,,D_lkk_kissat,1,SATISFIABLE,117.577389,117.577389,False,7140,0,0,9620,0,10.7176,3.06926,4.74965,1.4271,0,0,UNKNOWN,True,kissat,,,37.9833,5.74672,23.73,72.8758,results/phase5/20260818Tphase6full02Z/logs/evaluation/00007_bmc-ibm-2__D_lkk_kissat__seed1.log
bmc-ibm-2.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,f82d90198c950d16ca910d42fd28f3b049334785b275cd02ae6ac1c33cb597ba,,E_lkk_selector,1,SATISFIABLE,167.06051,167.06051,False,7104,0,0,9620,0,7.59362,2.45634,3.64431,1.20005,0,0,UNKNOWN,True,kissat,kissat,"open_cardinality_structure(boxes=335,registry=UNKNOWN)",79.5116,4.45586,53.9674,111.834,results/phase5/20260818Tphase6full02Z/logs/evaluation/00007_bmc-ibm-2__E_lkk_selector__seed1.log
bmc-ibm-2.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,f82d90198c950d16ca910d42fd28f3b049334785b275cd02ae6ac1c33cb597ba,,A_cadical,1,SATISFIABLE,116.936028,116.936028,False,3424,0,104,4876,0,,,,,,,,,,,,,,,116.936028,results/phase5/20260818Tphase6full02Z/logs/evaluation/00007_bmc-ibm-2__A_cadical__seed1.log
bmc-ibm-2.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,f82d90198c950d16ca910d42fd28f3b049334785b275cd02ae6ac1c33cb597ba,,B_kissat,1,SATISFIABLE,66.685636,66.685636,False,2024,0,0,9551,0,,,,,,,,,,,,,,,66.685636,results/phase5/20260818Tphase6full02Z/logs/evaluation/00007_bmc-ibm-2__B_kissat__seed1.log
bmc-ibm-3.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,400f1435b207e925c20ed27a4b2ff96ae5ef916b2f439c69fd77bd1c56ee99a3,,D_lkk_kissat,1,SATISFIABLE,317.239713,317.239713,False,14172,946,4422,564307,149,52.314,26.3975,0,0,0,0,UNKNOWN,True,kissat,,,151.237,28.9582,60.1949,274.768,results/phase5/20260818Tphase6full02Z/logs/evaluation/00008_bmc-ibm-3__D_lkk_kissat__seed1.log
bmc-ibm-3.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,400f1435b207e925c20ed27a4b2ff96ae5ef916b2f439c69fd77bd1c56ee99a3,,E_lkk_selector,1,SATISFIABLE,267.303282,267.303282,False,23888,1413,2711,682284,-1,72.6596,28.5395,0,0,0,0,UNKNOWN,True,cadical,cadical,"default_in_process_cadical(boxes=0,recovery=COMPLETE,registry=UNKNOWN)",100.223,0,0,210.752,results/phase5/20260818Tphase6full02Z/logs/evaluation/00008_bmc-ibm-3__E_lkk_selector__seed1.log
bmc-ibm-3.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,400f1435b207e925c20ed27a4b2ff96ae5ef916b2f439c69fd77bd1c56ee99a3,,A_cadical,1,SATISFIABLE,518.659643,518.659643,False,18144,0,11198,1348295,61,,,,,,,,,,,,,,,518.659643,results/phase5/20260818Tphase6full02Z/logs/evaluation/00008_bmc-ibm-3__A_cadical__seed1.log
bmc-ibm-3.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,400f1435b207e925c20ed27a4b2ff96ae5ef916b2f439c69fd77bd1c56ee99a3,,B_kissat,1,SATISFIABLE,166.607339,166.607339,False,8784,797,3604,498391,105,,,,,,,,,,,,,,,166.607339,results/phase5/20260818Tphase6full02Z/logs/evaluation/00008_bmc-ibm-3__B_kissat__seed1.log
bmc-ibm-3.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,400f1435b207e925c20ed27a4b2ff96ae5ef916b2f439c69fd77bd1c56ee99a3,,C_lkk_cadical,1,SATISFIABLE,216.743028,216.743028,False,23060,1413,2711,682284,-1,48.5235,25.9244,0,0,0,0,UNKNOWN,True,cadical,,,94.6739,0,0,178.268,results/phase5/20260818Tphase6full02Z/logs/evaluation/00008_bmc-ibm-3__C_lkk_cadical__seed1.log
bmc-ibm-4.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,8a3faefe7bee94fc9d7c06809f9e69feee9d9647ced0cf24f0750bb4af395699,,E_lkk_selector,1,SATISFIABLE,519.544073,519.544073,False,24200,503,3899,404462,149,118.884,55.8729,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=139716),211.439,63.5066,104.946,477.661,results/phase5/20260818Tphase6full02Z/logs/evaluation/00009_bmc-ibm-4__E_lkk_selector__seed1.log
bmc-ibm-4.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,8a3faefe7bee94fc9d7c06809f9e69feee9d9647ced0cf24f0750bb4af395699,,A_cadical,1,SATISFIABLE,517.204395,517.204395,False,23256,0,5980,503285,133,,,,,,,,,,,,,,,517.204395,results/phase5/20260818Tphase6full02Z/logs/evaluation/00009_bmc-ibm-4__A_cadical__seed1.log
bmc-ibm-4.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,8a3faefe7bee94fc9d7c06809f9e69feee9d9647ced0cf24f0750bb4af395699,,B_kissat,1,SATISFIABLE,166.71655,166.71655,False,9464,934,7253,741932,251,,,,,,,,,,,,,,,166.71655,results/phase5/20260818Tphase6full02Z/logs/evaluation/00009_bmc-ibm-4__B_kissat__seed1.log
bmc-ibm-4.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,8a3faefe7bee94fc9d7c06809f9e69feee9d9647ced0cf24f0750bb4af395699,,C_lkk_cadical,1,SATISFIABLE,317.465536,317.465536,False,36588,862,4237,462461,-1,106.075,73.9046,0,0,0,0,UNKNOWN,True,cadical,,,103.753,0,0,305.116,results/phase5/20260818Tphase6full02Z/logs/evaluation/00009_bmc-ibm-4__C_lkk_cadical__seed1.log
bmc-ibm-4.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,8a3faefe7bee94fc9d7c06809f9e69feee9d9647ced0cf24f0750bb4af395699,,D_lkk_kissat,1,SATISFIABLE,418.03679,418.03679,False,24480,503,3899,404462,149,86.9906,43.2031,0,0,0,0,UNKNOWN,True,kissat,,,171.898,47.2675,79.1652,370.748,results/phase5/20260818Tphase6full02Z/logs/evaluation/00009_bmc-ibm-4__D_lkk_kissat__seed1.log
bmc-ibm-5.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,786a7c07afa6da37fa1baa2b50cb732731d82b404fb9e1d9e45de73588124f77,,A_cadical,1,SATISFIABLE,217.124694,217.124694,False,7612,0,2732,33308,23,,,,,,,,,,,,,,,217.124694,results/phase5/20260818Tphase6full02Z/logs/evaluation/00010_bmc-ibm-5__A_cadical__seed1.log
bmc-ibm-5.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,786a7c07afa6da37fa1baa2b50cb732731d82b404fb9e1d9e45de73588124f77,,B_kissat,1,SATISFIABLE,117.771641,117.771641,False,4084,77,3937,70028,22,,,,,,,,,,,,,,,117.771641,results/phase5/20260818Tphase6full02Z/logs/evaluation/00010_bmc-ibm-5__B_kissat__seed1.log
bmc-ibm-5.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,786a7c07afa6da37fa1baa2b50cb732731d82b404fb9e1d9e45de73588124f77,,C_lkk_cadical,1,SATISFIABLE,66.086151,66.086151,False,13736,91,2731,33277,-1,25.6536,13.0873,0,0,0,0,UNKNOWN,True,cadical,,,12.242,0,0,57.1325,results/phase5/20260818Tphase6full02Z/logs/evaluation/00010_bmc-ibm-5__C_lkk_cadical__seed1.log
bmc-ibm-5.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,786a7c07afa6da37fa1baa2b50cb732731d82b404fb9e1d9e45de73588124f77,,D_lkk_kissat,1,SATISFIABLE,166.494505,166.494505,False,9520,45,1153,52034,4,24.0366,12.6974,0,0,0,0,UNKNOWN,True,kissat,,,68.74,17.613,36.353,136.037,results/phase5/20260818Tphase6full02Z/logs/evaluation/00010_bmc-ibm-5__D_lkk_kissat__seed1.log
bmc-ibm-5.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,786a7c07afa6da37fa1baa2b50cb732731d82b404fb9e1d9e45de73588124f77,,E_lkk_selector,1,SATISFIABLE,65.943202,65.943202,False,13800,91,2731,33277,-1,27.9544,9.81278,0,0,0,0,UNKNOWN,True,cadical,cadical,"default_in_process_cadical(boxes=0,recovery=COMPLETE,registry=UNKNOWN)",11.4658,0,0,54.1238,results/phase5/20260818Tphase6full02Z/logs/evaluation/00010_bmc-ibm-5__E_lkk_selector__seed1.log
bmc-ibm-6.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,63ef2fd92a3992ddcca27e2f2d83527ab63b7df826578d29f2b882c4e8cea47d,,B_kissat,1,SATISFIABLE,368.041973,368.041973,False,16656,1022,12570,939933,217,,,,,,,,,,,,,,,368.041973,results/phase5/20260818Tphase6full02Z/logs/evaluation/00011_bmc-ibm-6__B_kissat__seed1.log
bmc-ibm-6.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,63ef2fd92a3992ddcca27e2f2d83527ab63b7df826578d29f2b882c4e8cea47d,,C_lkk_cadical,1,SATISFIABLE,1121.318093,1121.318093,False,96564,3107,36752,1186505,-1,239.351,263.887,0,0,0,0,UNKNOWN,True,cadical,,,482.979,0,0,1057.8,results/phase5/20260818Tphase6full02Z/logs/evaluation/00011_bmc-ibm-6__C_lkk_cadical__seed1.log
bmc-ibm-6.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,63ef2fd92a3992ddcca27e2f2d83527ab63b7df826578d29f2b882c4e8cea47d,,D_lkk_kissat,1,SATISFIABLE,969.380022,969.380022,False,61420,871,15996,927722,233,215.106,277.945,0,0,0,0,UNKNOWN,True,kissat,,,265.163,112.716,147.879,946.572,results/phase5/20260818Tphase6full02Z/logs/evaluation/00011_bmc-ibm-6__D_lkk_kissat__seed1.log
bmc-ibm-6.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,63ef2fd92a3992ddcca27e2f2d83527ab63b7df826578d29f2b882c4e8cea47d,,E_lkk_selector,1,SATISFIABLE,970.040006,970.040006,False,61808,871,15996,927722,233,212.281,246.02,0,0,0,0,UNKNOWN,True,kissat,kissat,large_formula(clauses=368352),302.364,108.698,151.063,947.489,results/phase5/20260818Tphase6full02Z/logs/evaluation/00011_bmc-ibm-6__E_lkk_selector__seed1.log
bmc-ibm-6.cnf,SATLIB,bmc-ibm,eda_formal_verification,no_useful_detected_structure,evaluation,63ef2fd92a3992ddcca27e2f2d83527ab63b7df826578d29f2b882c4e8cea47d,,A_cadical,1,SATISFIABLE,1872.643741,1872.643741,False,63492,0,48941,1483728,330,,,,,,,,,,,,,,,1872.643741,results/phase5/20260818Tphase6full02Z/logs/evaluation/00011_bmc-ibm-6__A_cadical__seed1.log
bmc-ibm-7.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,2e4305a91ee012754d437d7121fcd701abb19e80119dce4ab5bb1800fed64734,,C_lkk_cadical,1,SATISFIABLE,117.27338,117.27338,False,20396,0,0,4844,-1,36.6789,11.8813,13.4232,3.66362,0,0,UNKNOWN,True,cadical,,,9.17195,0,0,84.4082,results/phase5/20260818Tphase6full02Z/logs/evaluation/00012_bmc-ibm-7__C_lkk_cadical__seed1.log
bmc-ibm-7.cnf,SATLIB,bmc-ibm,eda_formal_verification,resource_allocation_like,evaluation,2e4305a91ee012754d437d7121fcd701abb19e80119dce4ab5bb1800fed64734,,D_lkk_kissat,1,SATISFIABLE,167.074034,167.074034,False,15432,0,0,9797,0,31.7049,13.3042,16.4831,4.55796,0,0,UNKNOWN,True,kissat,,,24.2215,18.8636,33.0851,127.431,results/phase5/20260818Tphase6full02Z/logs/evaluation/00012_bmc-ibm-7__D_lkk_kissat__seed1.log
